Dataset,Algorithm,Cutoff,Seed,Time,Sol.Quality,Full Tour
Roanoke.tsp,LS,100.0,51.0,1.93,3125025.0,Yes
Roanoke.tsp,LS,250.0,42.0,1.865,3587924.0,Yes
Roanoke.tsp,LS,250.0,43.0,1.8196,2995991.0,Yes
Roanoke.tsp,LS,250.0,44.0,2.2291,3363859.0,Yes
Roanoke.tsp,LS,250.0,45.0,2.1407,2790580.0,Yes
Roanoke.tsp,LS,250.0,46.0,1.7576,3283393.0,Yes
Roanoke.tsp,LS,250.0,47.0,1.7694,3229887.0,Yes
Roanoke.tsp,LS,250.0,48.0,1.8865,3265941.0,Yes
Roanoke.tsp,LS,250.0,49.0,2.0356,3246433.0,Yes
Roanoke.tsp,LS,250.0,50.0,1.8941,3065689.0,Yes
Roanoke.tsp,LS,250.0,51.0,2.1027,3125025.0,Yes
Roanoke.tsp,LS,500.0,42.0,2.2882,3587924.0,Yes
Roanoke.tsp,LS,500.0,43.0,1.8845,2995991.0,Yes
Roanoke.tsp,LS,500.0,44.0,2.7745,3363859.0,Yes
Roanoke.tsp,LS,500.0,45.0,1.824,2790580.0,Yes
Roanoke.tsp,LS,500.0,46.0,1.8082,3283393.0,Yes
Roanoke.tsp,LS,500.0,47.0,1.8261,3229887.0,Yes
Roanoke.tsp,LS,500.0,48.0,1.7909,3265941.0,Yes
Roanoke.tsp,LS,500.0,49.0,1.9027,3246433.0,Yes
Roanoke.tsp,LS,500.0,50.0,2.3046,3065689.0,Yes
Roanoke.tsp,LS,500.0,51.0,1.7742,3125025.0,Yes
SanFrancisco.tsp,LS,5.0,42.0,1.3933,1623181.0,Yes
SanFrancisco.tsp,LS,5.0,43.0,1.3909,1694810.0,Yes
SanFrancisco.tsp,LS,5.0,44.0,1.3482,1689611.0,Yes
SanFrancisco.tsp,LS,5.0,45.0,1.3988,1664343.0,Yes
SanFrancisco.tsp,LS,5.0,46.0,1.3791,1656389.0,Yes
SanFrancisco.tsp,LS,5.0,47.0,1.4906,1630464.0,Yes
SanFrancisco.tsp,LS,5.0,48.0,1.558,1694064.0,Yes
SanFrancisco.tsp,LS,5.0,49.0,1.4467,1782174.0,Yes
SanFrancisco.tsp,LS,5.0,50.0,1.3753,1600564.0,Yes
SanFrancisco.tsp,LS,5.0,51.0,1.4206,1720532.0,Yes
SanFrancisco.tsp,LS,10.0,42.0,1.3864,1623181.0,Yes
SanFrancisco.tsp,LS,10.0,43.0,1.4161,1694810.0,Yes
SanFrancisco.tsp,LS,10.0,44.0,1.4032,1689611.0,Yes
SanFrancisco.tsp,LS,10.0,45.0,1.3532,1664343.0,Yes
SanFrancisco.tsp,LS,10.0,46.0,1.3923,1656389.0,Yes
SanFrancisco.tsp,LS,10.0,47.0,1.3828,1630464.0,Yes
SanFrancisco.tsp,LS,10.0,48.0,1.4336,1694064.0,Yes
SanFrancisco.tsp,LS,10.0,49.0,1.5549,1782174.0,Yes
SanFrancisco.tsp,LS,10.0,50.0,1.473,1600564.0,Yes
SanFrancisco.tsp,LS,10.0,51.0,1.3932,1720532.0,Yes
SanFrancisco.tsp,LS,15.0,42.0,1.4105,1623181.0,Yes
SanFrancisco.tsp,LS,15.0,43.0,1.3978,1694810.0,Yes
SanFrancisco.tsp,LS,15.0,44.0,1.4066,1689611.0,Yes
SanFrancisco.tsp,LS,15.0,45.0,1.4082,1664343.0,Yes
SanFrancisco.tsp,LS,15.0,46.0,1.4593,1656389.0,Yes
SanFrancisco.tsp,LS,15.0,47.0,1.37,1630464.0,Yes
SanFrancisco.tsp,LS,15.0,48.0,1.4453,1694064.0,Yes
SanFrancisco.tsp,LS,15.0,49.0,1.4505,1782174.0,Yes
SanFrancisco.tsp,LS,15.0,50.0,2.0304,1600564.0,Yes
SanFrancisco.tsp,LS,15.0,51.0,1.7617,1720532.0,Yes
SanFrancisco.tsp,LS,20.0,42.0,1.9197,1623181.0,Yes
SanFrancisco.tsp,LS,20.0,43.0,1.5029,1694810.0,Yes
SanFrancisco.tsp,LS,20.0,44.0,1.4774,1689611.0,Yes
SanFrancisco.tsp,LS,20.0,45.0,1.5496,1664343.0,Yes
SanFrancisco.tsp,LS,20.0,46.0,1.4275,1656389.0,Yes
SanFrancisco.tsp,LS,20.0,47.0,1.4425,1630464.0,Yes
SanFrancisco.tsp,LS,20.0,48.0,1.4064,1694064.0,Yes
SanFrancisco.tsp,LS,20.0,49.0,1.4499,1782174.0,Yes
SanFrancisco.tsp,LS,20.0,50.0,1.7733,1600564.0,Yes
SanFrancisco.tsp,LS,20.0,51.0,1.605,1720532.0,Yes
SanFrancisco.tsp,LS,25.0,42.0,1.5899,1623181.0,Yes
SanFrancisco.tsp,LS,25.0,43.0,1.5634,1694810.0,Yes
SanFrancisco.tsp,LS,25.0,44.0,1.4844,1689611.0,Yes
SanFrancisco.tsp,LS,25.0,45.0,1.5218,1664343.0,Yes
SanFrancisco.tsp,LS,25.0,46.0,1.4247,1656389.0,Yes
SanFrancisco.tsp,LS,25.0,47.0,1.5807,1630464.0,Yes
SanFrancisco.tsp,LS,25.0,48.0,1.5918,1694064.0,Yes
SanFrancisco.tsp,LS,25.0,49.0,1.9482,1782174.0,Yes
SanFrancisco.tsp,LS,25.0,50.0,2.6752,1600564.0,Yes
SanFrancisco.tsp,LS,25.0,51.0,1.6406,1720532.0,Yes
SanFrancisco.tsp,LS,50.0,42.0,1.6966,1623181.0,Yes
SanFrancisco.tsp,LS,50.0,43.0,1.8979,1694810.0,Yes
SanFrancisco.tsp,LS,50.0,44.0,1.7873,1689611.0,Yes
SanFrancisco.tsp,LS,50.0,45.0,1.4708,1664343.0,Yes
SanFrancisco.tsp,LS,50.0,46.0,1.5047,1656389.0,Yes
SanFrancisco.tsp,LS,50.0,47.0,1.7096,1630464.0,Yes
SanFrancisco.tsp,LS,50.0,48.0,1.923,1694064.0,Yes
SanFrancisco.tsp,LS,50.0,49.0,2.0212,1782174.0,Yes
SanFrancisco.tsp,LS,50.0,50.0,1.5811,1600564.0,Yes
SanFrancisco.tsp,LS,50.0,51.0,1.4075,1720532.0,Yes
SanFrancisco.tsp,LS,75.0,42.0,1.5972,1623181.0,Yes
SanFrancisco.tsp,LS,75.0,43.0,1.6612,1694810.0,Yes
SanFrancisco.tsp,LS,75.0,44.0,1.4831,1689611.0,Yes
SanFrancisco.tsp,LS,75.0,45.0,1.517,1664343.0,Yes
SanFrancisco.tsp,LS,75.0,46.0,1.6726,1656389.0,Yes
SanFrancisco.tsp,LS,75.0,47.0,1.6622,1630464.0,Yes
SanFrancisco.tsp,LS,75.0,48.0,1.9527,1694064.0,Yes
SanFrancisco.tsp,LS,75.0,49.0,1.6007,1782174.0,Yes
SanFrancisco.tsp,LS,75.0,50.0,1.569,1600564.0,Yes
SanFrancisco.tsp,LS,75.0,51.0,1.4923,1720532.0,Yes
SanFrancisco.tsp,LS,100.0,42.0,1.4825,1623181.0,Yes
SanFrancisco.tsp,LS,100.0,43.0,1.5083,1694810.0,Yes
SanFrancisco.tsp,LS,100.0,44.0,1.5607,1689611.0,Yes
SanFrancisco.tsp,LS,100.0,45.0,1.5166,1664343.0,Yes
SanFrancisco.tsp,LS,100.0,46.0,1.4999,1656389.0,Yes
SanFrancisco.tsp,LS,100.0,47.0,1.7095,1630464.0,Yes
SanFrancisco.tsp,LS,100.0,48.0,1.7874,1694064.0,Yes
SanFrancisco.tsp,LS,100.0,49.0,1.5428,1782174.0,Yes
SanFrancisco.tsp,LS,100.0,50.0,1.5304,1600564.0,Yes
SanFrancisco.tsp,LS,100.0,51.0,1.6392,1720532.0,Yes
SanFrancisco.tsp,LS,250.0,42.0,1.6068,1623181.0,Yes
SanFrancisco.tsp,LS,250.0,43.0,1.4203,1694810.0,Yes
SanFrancisco.tsp,LS,250.0,44.0,1.4365,1689611.0,Yes
SanFrancisco.tsp,LS,250.0,45.0,1.4379,1664343.0,Yes
SanFrancisco.tsp,LS,250.0,46.0,1.5785,1656389.0,Yes
SanFrancisco.tsp,LS,250.0,47.0,1.7308,1630464.0,Yes
SanFrancisco.tsp,LS,250.0,48.0,1.7442,1694064.0,Yes
SanFrancisco.tsp,LS,250.0,49.0,1.5136,1782174.0,Yes
SanFrancisco.tsp,LS,250.0,50.0,1.567,1600564.0,Yes
SanFrancisco.tsp,LS,250.0,51.0,1.5649,1720532.0,Yes
SanFrancisco.tsp,LS,500.0,42.0,1.4723,1623181.0,Yes
SanFrancisco.tsp,LS,500.0,43.0,1.4498,1694810.0,Yes
SanFrancisco.tsp,LS,500.0,44.0,1.4492,1689611.0,Yes
SanFrancisco.tsp,LS,500.0,45.0,1.5382,1664343.0,Yes
SanFrancisco.tsp,LS,500.0,46.0,1.5406,1656389.0,Yes
SanFrancisco.tsp,LS,500.0,47.0,1.8125,1630464.0,Yes
SanFrancisco.tsp,LS,500.0,48.0,1.9032,1694064.0,Yes
SanFrancisco.tsp,LS,500.0,49.0,1.5694,1782174.0,Yes
SanFrancisco.tsp,LS,500.0,50.0,1.6063,1600564.0,Yes
SanFrancisco.tsp,LS,500.0,51.0,1.5311,1720532.0,Yes
Toronto.tsp,LS,5.0,42.0,1.4471,2842231.0,Yes
Toronto.tsp,LS,5.0,43.0,1.3802,3286870.0,Yes
Toronto.tsp,LS,5.0,44.0,1.6068,2797760.0,Yes
Toronto.tsp,LS,5.0,45.0,1.5377,2836216.0,Yes
Toronto.tsp,LS,5.0,46.0,1.5579,2805672.0,Yes
Toronto.tsp,LS,5.0,47.0,1.4657,3025524.0,Yes
Toronto.tsp,LS,5.0,48.0,1.505,2811359.0,Yes
Toronto.tsp,LS,5.0,49.0,1.446,2535166.0,Yes
Toronto.tsp,LS,5.0,50.0,1.4893,3152006.0,Yes
Toronto.tsp,LS,5.0,51.0,1.4255,2608913.0,Yes
Toronto.tsp,LS,10.0,42.0,1.492,2842231.0,Yes
Toronto.tsp,LS,10.0,43.0,1.4789,3286870.0,Yes
Toronto.tsp,LS,10.0,44.0,1.6471,2797760.0,Yes
Toronto.tsp,LS,10.0,45.0,1.6314,2836216.0,Yes
Toronto.tsp,LS,10.0,46.0,1.4386,2805672.0,Yes
Toronto.tsp,LS,10.0,47.0,1.4216,3025524.0,Yes
Toronto.tsp,LS,10.0,48.0,1.4239,2811359.0,Yes
Toronto.tsp,LS,10.0,49.0,1.4027,2535166.0,Yes
Toronto.tsp,LS,10.0,50.0,1.4138,3152006.0,Yes
Toronto.tsp,LS,10.0,51.0,1.4035,2608913.0,Yes
Toronto.tsp,LS,15.0,42.0,1.4021,2842231.0,Yes
Toronto.tsp,LS,15.0,43.0,1.5692,3286870.0,Yes
Toronto.tsp,LS,15.0,44.0,1.6603,2797760.0,Yes
Toronto.tsp,LS,15.0,45.0,1.9016,2836216.0,Yes
Toronto.tsp,LS,15.0,46.0,1.6031,2805672.0,Yes
Toronto.tsp,LS,15.0,47.0,1.4393,3025524.0,Yes
Toronto.tsp,LS,15.0,48.0,1.629,2811359.0,Yes
Toronto.tsp,LS,15.0,49.0,1.7177,2535166.0,Yes
Toronto.tsp,LS,15.0,50.0,1.7206,3152006.0,Yes
Toronto.tsp,LS,15.0,51.0,1.5178,2608913.0,Yes
Toronto.tsp,LS,20.0,42.0,1.411,2842231.0,Yes
Toronto.tsp,LS,20.0,43.0,1.4029,3286870.0,Yes
Toronto.tsp,LS,20.0,44.0,1.4315,2797760.0,Yes
Toronto.tsp,LS,20.0,45.0,1.7451,2836216.0,Yes
Toronto.tsp,LS,20.0,46.0,1.4214,2805672.0,Yes
Toronto.tsp,LS,20.0,47.0,1.4421,3025524.0,Yes
Toronto.tsp,LS,20.0,48.0,1.4,2811359.0,Yes
Toronto.tsp,LS,20.0,49.0,1.3976,2535166.0,Yes
Toronto.tsp,LS,20.0,50.0,1.4222,3152006.0,Yes
Toronto.tsp,LS,20.0,51.0,1.4311,2608913.0,Yes
Toronto.tsp,LS,25.0,42.0,1.3708,2842231.0,Yes
Toronto.tsp,LS,25.0,43.0,1.4083,3286870.0,Yes
Toronto.tsp,LS,25.0,44.0,1.4128,2797760.0,Yes
Toronto.tsp,LS,25.0,45.0,1.5071,2836216.0,Yes
Toronto.tsp,LS,25.0,46.0,1.6691,2805672.0,Yes
Toronto.tsp,LS,25.0,47.0,1.4775,3025524.0,Yes
Toronto.tsp,LS,25.0,48.0,1.3922,2811359.0,Yes
Toronto.tsp,LS,25.0,49.0,1.4435,2535166.0,Yes
Toronto.tsp,LS,25.0,50.0,1.4288,3152006.0,Yes
Toronto.tsp,LS,25.0,51.0,1.5689,2608913.0,Yes
Toronto.tsp,LS,50.0,42.0,1.3995,2842231.0,Yes
Toronto.tsp,LS,50.0,43.0,1.3996,3286870.0,Yes
Toronto.tsp,LS,50.0,44.0,1.4222,2797760.0,Yes
Toronto.tsp,LS,50.0,45.0,1.5313,2836216.0,Yes
Toronto.tsp,LS,50.0,46.0,1.6504,2805672.0,Yes
Toronto.tsp,LS,50.0,47.0,1.5832,3025524.0,Yes
Toronto.tsp,LS,50.0,48.0,1.4764,2811359.0,Yes
Toronto.tsp,LS,50.0,49.0,1.5568,2535166.0,Yes
Toronto.tsp,LS,50.0,50.0,1.4889,3152006.0,Yes
Toronto.tsp,LS,50.0,51.0,1.5688,2608913.0,Yes
Toronto.tsp,LS,75.0,42.0,1.5511,2842231.0,Yes
Toronto.tsp,LS,75.0,43.0,1.439,3286870.0,Yes
Toronto.tsp,LS,75.0,44.0,1.4226,2797760.0,Yes
Toronto.tsp,LS,75.0,45.0,1.4354,2836216.0,Yes
Toronto.tsp,LS,75.0,46.0,1.5925,2805672.0,Yes
Toronto.tsp,LS,75.0,47.0,1.6424,3025524.0,Yes
Toronto.tsp,LS,75.0,48.0,1.4518,2811359.0,Yes
Toronto.tsp,LS,75.0,49.0,1.4007,2535166.0,Yes
Toronto.tsp,LS,75.0,50.0,1.4129,3152006.0,Yes
Toronto.tsp,LS,75.0,51.0,1.3754,2608913.0,Yes
Toronto.tsp,LS,100.0,42.0,1.4069,2842231.0,Yes
Toronto.tsp,LS,100.0,43.0,1.4104,3286870.0,Yes
Toronto.tsp,LS,100.0,44.0,1.4709,2797760.0,Yes
Toronto.tsp,LS,100.0,45.0,1.5789,2836216.0,Yes
Toronto.tsp,LS,100.0,46.0,1.5934,2805672.0,Yes
Toronto.tsp,LS,100.0,47.0,1.8504,3025524.0,Yes
Toronto.tsp,LS,100.0,48.0,1.5522,2811359.0,Yes
Toronto.tsp,LS,100.0,49.0,1.4078,2535166.0,Yes
Toronto.tsp,LS,100.0,50.0,1.4285,3152006.0,Yes
Toronto.tsp,LS,100.0,51.0,1.4563,2608913.0,Yes
Toronto.tsp,LS,250.0,42.0,1.5753,2842231.0,Yes
Toronto.tsp,LS,250.0,43.0,1.5134,3286870.0,Yes
Toronto.tsp,LS,250.0,44.0,1.6798,2797760.0,Yes
Toronto.tsp,LS,250.0,45.0,1.4564,2836216.0,Yes
Toronto.tsp,LS,250.0,46.0,1.4699,2805672.0,Yes
Toronto.tsp,LS,250.0,47.0,1.7733,3025524.0,Yes
Toronto.tsp,LS,250.0,48.0,1.6027,2811359.0,Yes
Toronto.tsp,LS,250.0,49.0,1.573,2535166.0,Yes
Toronto.tsp,LS,250.0,50.0,1.4981,3152006.0,Yes
Toronto.tsp,LS,250.0,51.0,1.6135,2608913.0,Yes
Toronto.tsp,LS,500.0,42.0,1.4526,2842231.0,Yes
Toronto.tsp,LS,500.0,43.0,1.4071,3286870.0,Yes
Toronto.tsp,LS,500.0,44.0,1.4227,2797760.0,Yes
Toronto.tsp,LS,500.0,45.0,1.4079,2836216.0,Yes
Toronto.tsp,LS,500.0,46.0,1.436,2805672.0,Yes
Toronto.tsp,LS,500.0,47.0,1.8352,3025524.0,Yes
Toronto.tsp,LS,500.0,48.0,1.5977,2811359.0,Yes
Toronto.tsp,LS,500.0,49.0,1.5553,2535166.0,Yes
Toronto.tsp,LS,500.0,50.0,1.5185,3152006.0,Yes
Toronto.tsp,LS,500.0,51.0,1.5058,2608913.0,Yes
UKansasState.tsp,LS,5.0,42.0,1.2525,62962.0,Yes
UKansasState.tsp,LS,5.0,43.0,1.1631,62962.0,Yes
UKansasState.tsp,LS,5.0,44.0,1.1713,62962.0,Yes
UKansasState.tsp,LS,5.0,45.0,1.1274,62962.0,Yes
UKansasState.tsp,LS,5.0,46.0,1.1795,62962.0,Yes
UKansasState.tsp,LS,5.0,47.0,1.1969,62962.0,Yes
UKansasState.tsp,LS,5.0,48.0,1.1397,62962.0,Yes
UKansasState.tsp,LS,5.0,49.0,1.3148,62962.0,Yes
UKansasState.tsp,LS,5.0,50.0,1.205,62962.0,Yes
UKansasState.tsp,LS,5.0,51.0,1.1486,62962.0,Yes
UKansasState.tsp,LS,10.0,42.0,1.157,62962.0,Yes
UKansasState.tsp,LS,10.0,43.0,1.1623,62962.0,Yes
UKansasState.tsp,LS,10.0,44.0,1.1846,62962.0,Yes
UKansasState.tsp,LS,10.0,45.0,1.168,62962.0,Yes
UKansasState.tsp,LS,10.0,46.0,1.1591,62962.0,Yes
UKansasState.tsp,LS,10.0,47.0,1.1485,62962.0,Yes
UKansasState.tsp,LS,10.0,48.0,1.1509,62962.0,Yes
UKansasState.tsp,LS,10.0,49.0,1.2174,62962.0,Yes
UKansasState.tsp,LS,10.0,50.0,1.1302,62962.0,Yes
UKansasState.tsp,LS,10.0,51.0,1.1696,62962.0,Yes
UKansasState.tsp,LS,15.0,42.0,1.2991,62962.0,Yes
UKansasState.tsp,LS,15.0,43.0,1.2409,62962.0,Yes
UKansasState.tsp,LS,15.0,44.0,1.1471,62962.0,Yes
UKansasState.tsp,LS,15.0,45.0,1.1418,62962.0,Yes
UKansasState.tsp,LS,15.0,46.0,1.1396,62962.0,Yes
UKansasState.tsp,LS,15.0,47.0,1.153,62962.0,Yes
UKansasState.tsp,LS,15.0,48.0,1.1454,62962.0,Yes
UKansasState.tsp,LS,15.0,49.0,1.1449,62962.0,Yes
UKansasState.tsp,LS,15.0,50.0,1.1483,62962.0,Yes
UKansasState.tsp,LS,15.0,51.0,1.1558,62962.0,Yes
UKansasState.tsp,LS,20.0,42.0,1.1353,62962.0,Yes
UKansasState.tsp,LS,20.0,43.0,1.1556,62962.0,Yes
UKansasState.tsp,LS,20.0,44.0,1.188,62962.0,Yes
UKansasState.tsp,LS,20.0,45.0,1.2671,62962.0,Yes
UKansasState.tsp,LS,20.0,46.0,1.2851,62962.0,Yes
UKansasState.tsp,LS,20.0,47.0,1.1328,62962.0,Yes
UKansasState.tsp,LS,20.0,48.0,1.1641,62962.0,Yes
UKansasState.tsp,LS,20.0,49.0,1.1857,62962.0,Yes
UKansasState.tsp,LS,20.0,50.0,1.1665,62962.0,Yes
UKansasState.tsp,LS,20.0,51.0,1.2984,62962.0,Yes
UKansasState.tsp,LS,25.0,42.0,1.2404,62962.0,Yes
UKansasState.tsp,LS,25.0,43.0,1.1425,62962.0,Yes
UKansasState.tsp,LS,25.0,44.0,1.1477,62962.0,Yes
UKansasState.tsp,LS,25.0,45.0,1.1497,62962.0,Yes
UKansasState.tsp,LS,25.0,46.0,1.2037,62962.0,Yes
UKansasState.tsp,LS,25.0,47.0,1.1499,62962.0,Yes
UKansasState.tsp,LS,25.0,48.0,1.2753,62962.0,Yes
UKansasState.tsp,LS,25.0,49.0,1.2733,62962.0,Yes
UKansasState.tsp,LS,25.0,50.0,1.1767,62962.0,Yes
UKansasState.tsp,LS,25.0,51.0,1.2101,62962.0,Yes
UKansasState.tsp,LS,50.0,42.0,1.1472,62962.0,Yes
UKansasState.tsp,LS,50.0,43.0,1.1537,62962.0,Yes
UKansasState.tsp,LS,50.0,44.0,1.1393,62962.0,Yes
UKansasState.tsp,LS,50.0,45.0,1.1337,62962.0,Yes
UKansasState.tsp,LS,50.0,46.0,1.1716,62962.0,Yes
UKansasState.tsp,LS,50.0,47.0,1.1639,62962.0,Yes
UKansasState.tsp,LS,50.0,48.0,1.1696,62962.0,Yes
UKansasState.tsp,LS,50.0,49.0,1.1682,62962.0,Yes
UKansasState.tsp,LS,50.0,50.0,1.1657,62962.0,Yes
UKansasState.tsp,LS,50.0,51.0,1.2576,62962.0,Yes
UKansasState.tsp,LS,75.0,42.0,1.2478,62962.0,Yes
UKansasState.tsp,LS,75.0,43.0,1.172,62962.0,Yes
UKansasState.tsp,LS,75.0,44.0,1.1443,62962.0,Yes
UKansasState.tsp,LS,75.0,45.0,1.1508,62962.0,Yes
UKansasState.tsp,LS,75.0,46.0,1.1925,62962.0,Yes
UKansasState.tsp,LS,75.0,47.0,1.1739,62962.0,Yes
UKansasState.tsp,LS,75.0,48.0,1.1768,62962.0,Yes
UKansasState.tsp,LS,75.0,49.0,1.1781,62962.0,Yes
UKansasState.tsp,LS,75.0,50.0,1.162,62962.0,Yes
UKansasState.tsp,LS,75.0,51.0,1.2386,62962.0,Yes
UKansasState.tsp,LS,100.0,42.0,1.1628,62962.0,Yes
UKansasState.tsp,LS,100.0,43.0,1.1765,62962.0,Yes
UKansasState.tsp,LS,100.0,44.0,1.2637,62962.0,Yes
UKansasState.tsp,LS,100.0,45.0,1.4115,62962.0,Yes
UKansasState.tsp,LS,100.0,46.0,1.192,62962.0,Yes
UKansasState.tsp,LS,100.0,47.0,1.1428,62962.0,Yes
UKansasState.tsp,LS,100.0,48.0,1.1855,62962.0,Yes
UKansasState.tsp,LS,100.0,49.0,1.1704,62962.0,Yes
UKansasState.tsp,LS,100.0,50.0,1.1583,62962.0,Yes
UKansasState.tsp,LS,100.0,51.0,1.1275,62962.0,Yes
UKansasState.tsp,LS,250.0,42.0,1.1811,62962.0,Yes
UKansasState.tsp,LS,250.0,43.0,1.2232,62962.0,Yes
UKansasState.tsp,LS,250.0,44.0,1.2075,62962.0,Yes
UKansasState.tsp,LS,250.0,45.0,1.2093,62962.0,Yes
UKansasState.tsp,LS,250.0,46.0,1.1398,62962.0,Yes
UKansasState.tsp,LS,250.0,47.0,1.3123,62962.0,Yes
UKansasState.tsp,LS,250.0,48.0,1.4189,62962.0,Yes
UKansasState.tsp,LS,250.0,49.0,1.1767,62962.0,Yes
UKansasState.tsp,LS,250.0,50.0,1.1934,62962.0,Yes
UKansasState.tsp,LS,250.0,51.0,1.1688,62962.0,Yes
UKansasState.tsp,LS,500.0,42.0,1.1568,62962.0,Yes
UKansasState.tsp,LS,500.0,43.0,1.1354,62962.0,Yes
UKansasState.tsp,LS,500.0,44.0,1.1788,62962.0,Yes
UKansasState.tsp,LS,500.0,45.0,1.1777,62962.0,Yes
UKansasState.tsp,LS,500.0,46.0,1.1692,62962.0,Yes
UKansasState.tsp,LS,500.0,47.0,1.2077,62962.0,Yes
UKansasState.tsp,LS,500.0,48.0,1.1348,62962.0,Yes
UKansasState.tsp,LS,500.0,49.0,1.1979,62962.0,Yes
UKansasState.tsp,LS,500.0,50.0,1.4985,62962.0,Yes
UKansasState.tsp,LS,500.0,51.0,1.3384,62962.0,Yes
UMissouri.tsp,LS,5.0,42.0,1.4365,262449.0,Yes
UMissouri.tsp,LS,5.0,43.0,1.4145,247059.0,Yes
UMissouri.tsp,LS,5.0,44.0,1.5418,290193.0,Yes
UMissouri.tsp,LS,5.0,45.0,1.4867,279310.0,Yes
UMissouri.tsp,LS,5.0,46.0,1.4264,265805.0,Yes
UMissouri.tsp,LS,5.0,47.0,1.4166,254998.0,Yes
UMissouri.tsp,LS,5.0,48.0,1.464,282179.0,Yes
UMissouri.tsp,LS,5.0,49.0,1.4486,236976.0,Yes
UMissouri.tsp,LS,5.0,50.0,1.4843,279378.0,Yes
UMissouri.tsp,LS,5.0,51.0,1.429,270155.0,Yes
UMissouri.tsp,LS,10.0,42.0,1.4526,262449.0,Yes
UMissouri.tsp,LS,10.0,43.0,1.4151,247059.0,Yes
UMissouri.tsp,LS,10.0,44.0,1.4855,290193.0,Yes
UMissouri.tsp,LS,10.0,45.0,1.6877,279310.0,Yes
UMissouri.tsp,LS,10.0,46.0,1.5738,265805.0,Yes
UMissouri.tsp,LS,10.0,47.0,1.4816,254998.0,Yes
UMissouri.tsp,LS,10.0,48.0,1.4582,282179.0,Yes
UMissouri.tsp,LS,10.0,49.0,1.4378,236976.0,Yes
UMissouri.tsp,LS,10.0,50.0,1.4956,279378.0,Yes
UMissouri.tsp,LS,10.0,51.0,1.4606,270155.0,Yes
UMissouri.tsp,LS,15.0,42.0,1.4214,262449.0,Yes
UMissouri.tsp,LS,15.0,43.0,1.3973,247059.0,Yes
UMissouri.tsp,LS,15.0,44.0,1.4676,290193.0,Yes
UMissouri.tsp,LS,15.0,45.0,1.4507,279310.0,Yes
UMissouri.tsp,LS,15.0,46.0,1.5312,265805.0,Yes
UMissouri.tsp,LS,15.0,47.0,1.4457,254998.0,Yes
UMissouri.tsp,LS,15.0,48.0,1.4088,282179.0,Yes
UMissouri.tsp,LS,15.0,49.0,1.4128,236976.0,Yes
UMissouri.tsp,LS,15.0,50.0,1.3827,279378.0,Yes
UMissouri.tsp,LS,15.0,51.0,1.468,270155.0,Yes
UMissouri.tsp,LS,20.0,42.0,1.4558,262449.0,Yes
UMissouri.tsp,LS,20.0,43.0,1.4515,247059.0,Yes
UMissouri.tsp,LS,20.0,44.0,1.4744,290193.0,Yes
UMissouri.tsp,LS,20.0,45.0,1.4295,279310.0,Yes
UMissouri.tsp,LS,20.0,46.0,1.5302,265805.0,Yes
UMissouri.tsp,LS,20.0,47.0,1.5142,254998.0,Yes
UMissouri.tsp,LS,20.0,48.0,1.4835,282179.0,Yes
UMissouri.tsp,LS,20.0,49.0,1.5429,236976.0,Yes
UMissouri.tsp,LS,20.0,50.0,1.6574,279378.0,Yes
UMissouri.tsp,LS,20.0,51.0,1.5454,270155.0,Yes
UMissouri.tsp,LS,25.0,42.0,1.5423,262449.0,Yes
UMissouri.tsp,LS,25.0,43.0,1.5081,247059.0,Yes
UMissouri.tsp,LS,25.0,44.0,1.447,290193.0,Yes
UMissouri.tsp,LS,25.0,45.0,1.4419,279310.0,Yes
UMissouri.tsp,LS,25.0,46.0,1.6488,265805.0,Yes
UMissouri.tsp,LS,25.0,47.0,1.6128,254998.0,Yes
UMissouri.tsp,LS,25.0,48.0,1.4223,282179.0,Yes
UMissouri.tsp,LS,25.0,49.0,1.4616,236976.0,Yes
UMissouri.tsp,LS,25.0,50.0,1.4391,279378.0,Yes
UMissouri.tsp,LS,25.0,51.0,1.3709,270155.0,Yes
UMissouri.tsp,LS,50.0,42.0,1.4319,262449.0,Yes
UMissouri.tsp,LS,50.0,43.0,1.4088,247059.0,Yes
UMissouri.tsp,LS,50.0,44.0,1.56,290193.0,Yes
UMissouri.tsp,LS,50.0,45.0,1.5564,279310.0,Yes
UMissouri.tsp,LS,50.0,46.0,1.5389,265805.0,Yes
UMissouri.tsp,LS,50.0,47.0,1.6415,254998.0,Yes
UMissouri.tsp,LS,50.0,48.0,1.5404,282179.0,Yes
UMissouri.tsp,LS,50.0,49.0,1.4181,236976.0,Yes
UMissouri.tsp,LS,50.0,50.0,1.3893,279378.0,Yes
UMissouri.tsp,LS,50.0,51.0,1.4159,270155.0,Yes
UMissouri.tsp,LS,75.0,42.0,1.3786,262449.0,Yes
UMissouri.tsp,LS,75.0,43.0,1.438,247059.0,Yes
UMissouri.tsp,LS,75.0,44.0,1.6175,290193.0,Yes
UMissouri.tsp,LS,75.0,45.0,1.6414,279310.0,Yes
UMissouri.tsp,LS,75.0,46.0,1.5898,265805.0,Yes
UMissouri.tsp,LS,75.0,47.0,1.8506,254998.0,Yes
UMissouri.tsp,LS,75.0,48.0,1.5492,282179.0,Yes
UMissouri.tsp,LS,75.0,49.0,1.4429,236976.0,Yes
UMissouri.tsp,LS,75.0,50.0,1.4304,279378.0,Yes
