ATQH_w,DVPQH_w,SALEQH_w,SEQQH_w,IBQH_w,NIQH_w,XIDOQH_w,IBADJQH_w,IBCOMQH_w,ICAPTQH_w,TEQQH_w,PSTKRQH_w,PPENTQH_w,CEQQH_w,PSTKQH_w,DLTTQH_w,PIQH_w,TXTQH_w,NOPIQH_w,AOQH_w,LTQH_w,DOQH_w,LOQH_w,CHEQH_w,ACOQH_w,DVQH_w,LCOQH_w,APQH_w,intercept,month_end
417304298.0481196,245464298.02344507,-97299003.03813836,-17378550086.59034,-9647134049.950441,-30868676.70270654,700763558.2194544,12030732480.395353,4355674569.530675,-72908445.86680971,2630.343741904545,130167943837.5814,-140658738.40435266,17183134356.1356,11281024773.482187,102705714.94622992,-7085011557.713297,7101740600.201515,2484326310.2884116,-146670772.0361323,-288839713.11570257,-40.11624697361362,81306098.9670822,-98166616.04771598,1696966.6285925638,2.324935826916032e-21,-246412850.72998095,-70243007.9404733,1119091675.9659126,1993-07-30
180664682.60247454,8407960081.788726,-122205699.98516186,-1509516601.9723067,-15458189637.014856,-623676354.150762,1777837756.7596078,5801820938.80677,14142230777.017202,-303929997.15825206,834.7514760707002,42145147169.78868,-146774432.55729046,1757832555.593533,-1568632316.887649,325502375.2976455,-3973844211.9127493,3799448441.433956,-364771139.12824625,-93201928.3798994,-40471870.65873656,0.016546366761108565,-26991153.603331707,-66271934.694119565,166714885.9468292,0.0,-248273413.57138813,-19874420.790182047,1087475238.264008,1993-08-31
166916021.33222175,47203947526.24745,-49530687.304730736,-1170321444.565485,5134197652.436931,-1288547834.6082976,5331084119.651697,1139906327.5678296,2004302978.6536038,48471914.024587154,521.6926347053522,38656000195.13841,-126934160.9976546,1065647762.5464194,-3772903968.700864,-48973088.23549778,-6975340736.3187895,8491428820.681095,24748794.21843248,-78508562.95613536,-52065945.633990765,0.10153369007401437,-69896866.57285689,-73836958.80901007,-88215455.86784078,0.0,-244648903.1731262,-145337138.6447061,1030948457.670979,1993-09-30
202244425.5846632,19590738135.607418,-68533353.32885571,-4745570271.9077425,14170251533.53727,-586725777.8417225,-1523921934.844894,-8070124679.672125,-1314603599.7202566,-211709386.1085638,-721.5823034315201,9766129534.573072,-137015118.7019429,4865977238.599772,3813808946.833514,225960738.96710545,-4224344680.0288424,5809269168.596171,-105941804.07038914,-87335964.08244216,-79313355.14667481,0.2593895175458091,-32360986.09307395,-69094261.08850864,-285349792.5541262,0.0,-204796555.15195608,-106363059.75009875,1029198996.9259522,1993-10-29
349645311.1657955,28801888185.86873,-75597506.55962755,-2787884690.995363,15734234531.73452,-1265017750.2013233,1005326873.9300377,-10467563134.558508,2973912389.3711815,191377540.57277092,2196.1989149521382,14690209007.520836,-128531585.25308749,2382244952.604748,-758206496.8292285,-151004497.144288,-6918273085.516922,8774180410.22376,-695817196.0476533,-111910029.86769257,-247854934.13039786,1109124651.3733664,-9634862.962129258,-74502476.1218103,-189317037.00370866,-6.060110921084499e-07,-220003232.01278052,-152478692.2982511,1020287836.5981253,1993-11-30
248555634.1141437,53327478096.11892,-10389517.819339562,3729678157.683243,-18337193133.276497,-4778037966.831039,-1940783351.1253653,16676135991.633026,10813839239.071856,161829532.83578366,32533.10905682582,33269283247.02134,-137868339.8385716,-4007594218.4515624,-2769311784.0278244,-207036644.68158147,-4848311436.967707,7221920739.089862,-802858346.1048255,-37813507.935379565,-91840444.89386253,13804903168.446491,-314517426.4994253,-88212603.21617165,-556237706.0127865,-5.06675458354031e-07,-393545083.0660322,-236949350.38239473,1145790909.2091434,1993-12-31
407345053.7255736,28236360130.346813,-70270141.35085973,-1470889835.8604724,19572831681.3995,-4283900532.608975,-12359169928.951027,-7925532310.469538,-3312635503.355349,-198856695.9308068,-10915.224215386663,6498444815.300762,-159596936.2486898,1361790127.8885818,1909933002.6100435,173504709.17895314,-4382847546.122736,5795606958.138106,584449955.6782502,-64603508.31262385,-205071368.7424884,-7179990561.214134,-364744494.3295229,-52131584.06513295,-111798533.39748624,2.0349821229611005e-06,-273146358.1429597,-215408999.0202908,1057327476.037614,1994-01-31
232067520.50388628,14050653421.086185,-75832434.05897073,-5232334357.709679,18589116451.696323,-6865708320.5293865,10102003205.229576,-5122388411.136768,-3400546414.7121425,-251901083.3460374,159258.30502783624,15353937194.672857,-114426255.02181953,5354596549.654767,7034040771.4290695,252180547.58581617,-3817446069.2814293,6406690258.920723,954276198.8559539,-12992811.393172696,-122856439.95802777,-12476906639.60214,-389197535.28355795,-133921096.95447963,-38050292.11649665,-3.198711074172406e-06,-150288377.97503927,-146224628.20943424,1102671812.8160903,1994-02-28
-10036526.426360821,-5347035872.886715,-48712677.60088566,4720678682.674168,4950863902.020578,1716324272.1007178,-6846877403.00507,-5398083307.468472,-1279705888.4807038,17428002.686279528,-18993.96347554013,7212730681.006303,-96308072.11570986,-4659713563.892335,-6129815925.955453,41211822.912473306,-306697235.4274774,1095865318.5131123,1560086126.5999928,-34945001.6810897,73480035.05373342,-8.832225404009431,-114359259.40522937,-67368132.08440107,59428795.18824208,0.0,-91915578.36953993,-53704322.46176225,1005994216.5405844,1994-03-31
-20945727.823568147,-17800898574.845142,-21667997.778730255,2010844553.5288098,8175735152.858408,1984335963.590467,-1856122999.1275542,-4875900912.03186,-5639515914.950278,-210039925.61266962,12492.864406042281,4335083603.549409,-87682631.25634344,-1716974271.6079955,-3892971611.5837145,244263418.16011867,137207085.30359736,168659933.26112625,1717019306.8707938,-36831965.90661304,77428207.62348953,7.269064782212338,-58305719.103652,-56281659.95572158,132042915.55711436,0.0,-134490664.01266432,-52388993.01448478,1048522021.5593107,1994-04-29
11299550.415621337,-4646838458.392572,-19083062.910403393,2525691972.5012856,-1762106809.876186,2971151120.7609553,-7784646275.004721,-1164255010.7905,-649817563.7834016,-147339740.88073376,73.24372340970375,10539484164.812841,-71260392.77270216,-2320871306.9196754,-4542258478.577197,170063142.0949812,321267963.69013065,221519025.67304498,565828959.9926366,-20849260.87873014,30834276.33767437,2.107428402656414,-102607631.49808054,-49496682.66703825,20475885.284814008,0.0,-106695872.60983902,-38242438.5832307,1038190236.547621,1994-05-31
-42649358.76094566,18823097761.978313,-50245822.16152714,4522081118.226396,-6960635914.367731,1519156133.1920524,-5780286373.4856205,1639200492.493246,4386846043.007016,-181541878.3140732,11907.406076227047,10556407847.565895,-78918978.55987042,-4226602443.03399,-7573043729.367553,197530599.0439053,-874146423.9766281,1689194618.0922408,657332031.9507254,-34015420.655943654,97679479.04181777,-2.3425059614230155,-55144782.95141291,-62015587.964517325,195805066.4604134,1.2666520824944603e-20,-103332702.80170137,-37915028.17404685,972922865.8252599,1994-06-30
-229898451.40485805,-71521636149.39581,-43638952.09171085,5271666473.48641,30164795651.68684,12207625968.238869,-2311177246.2073455,-13793415664.248056,-25068889708.37123,232010241.9428134,6509.517257229393,40645377422.63672,-58069302.65963817,-5201723510.858933,-8750477695.716537,-249672279.43265656,-3597719993.2897654,2903329676.4471664,-2939994248.17521,-88083.0788368348,300801439.8341452,2.156906058590309,-215826948.76927775,-34912823.51082935,460269011.98313653,0.0,-105183238.92769855,-98652016.95793447,1183815053.5591369,1994-07-29
-238640424.27501675,-10906093951.771748,-40071353.16501885,1181833113.6100156,-10888140931.21977,3762376904.07646,-7673644511.658572,5181968582.932067,4425750997.959316,-277832994.36938214,-3113.0617779486865,26505613149.41546,-65836746.228956126,-598378778.9923972,-2676978081.442658,205865183.32510716,-2513911926.1431994,1879483704.4382138,-2337428423.840438,-2186724.3899074313,361003839.59380054,-1.8774841387338965,-363624605.68172145,-10618137.431073125,408504039.9873772,9.184564651700628e-22,-199557879.11769393,-143307910.4331626,1100629132.8350763,1994-08-31
-289244303.3962229,-51393935006.72611,-34667441.03029232,1220310691.5590022,33164794058.306046,2246866801.8540473,-381845600.3662922,-16066154607.387228,-19113106218.96922,147977039.21113566,-18143.33090138117,15811771012.605667,-67465265.24173497,-1011220885.6430594,-4382754695.942843,-185542763.83747816,-117744480.14346386,519558023.5045199,-1944679992.7103417,-10915793.881254073,408404199.88098586,-17683877004.446373,-341534297.02098376,-11954104.546018602,90272393.0304027,1.8380992047248083e-06,-195507677.29645044,-175071374.3142605,1042115861.9389251,1994-09-30
-312441701.34173477,-62749936314.039,-50842736.078255095,1256775978.5168953,31387216861.551373,3697387122.948989,11003090038.327175,-13244289404.70353,-20080319182.742558,11845522.256969225,-1451.949718463218,18540853274.60214,-103293523.1104186,-870471731.1078244,-5440216573.089856,-73772558.04321814,-1766238060.1005783,2556735187.9829564,-880298825.9980016,-62360199.223603584,470806053.4978302,13.767698407546781,-250165398.51517072,-41102873.326887585,-7892576.408355084,2.003836886053437e-30,-174730417.82664388,-191423628.65766817,1091273946.6660924,1994-10-31
-234215789.71719116,-65621342230.92101,-62950484.52016496,339802072.0494297,31947490600.830875,-29906153.26996295,14702296384.182352,-16773914068.423216,-12854315762.647766,32452180.926633935,12690.102219506014,24377227747.755817,-84864067.74752957,-68762736.57765175,-3297890978.369902,-55954255.173009254,-2183702284.565928,2943723785.617945,-1280089819.6228771,-38149111.66100353,368960645.7547004,-16.636091866707133,-253647755.69170532,-14557613.08572508,16136081.62893769,1.0213478236925072e-20,-179909259.99061778,-157779237.63063937,1087536837.4439335,1994-11-30
-69549034.91073126,-50269044029.98147,-57316331.78272042,7514782876.990471,35037827105.5523,-4698011863.128974,17013189505.810625,-17171198819.523987,-15110147261.971905,36598672.116608426,-13281.551948873412,7483948880.419509,-94732327.40824068,-7409363126.389342,-9738047760.96098,-133339607.53885359,2249245084.5988317,-2707846585.4539504,134056059.12310039,-33398120.154352237,254245076.45487025,-1.9150077298062784,-363520500.6852692,-18915450.157154746,225368673.40173873,-4.435101031509484e-24,-219296010.9106097,-217026910.75430045,1195990381.3988287,1994-12-30
-54838466.46284026,-54037528555.99309,-67203779.09419793,-7539679827.646176,29159225808.212193,-5928919429.126681,10734334032.310652,-14038665083.893608,-10690863162.794155,377313821.3535157,-26566.63091166852,16325131299.547718,-76430856.53727214,7284124932.107598,3154675993.4717016,-427880877.71722347,1546561372.1184413,-1482641390.2853658,135182939.22255045,-39090092.60986324,191710415.32274115,-17822861454.68109,-230255703.78618288,-24436279.746675927,555722122.1263251,-6.283803130041465e-07,-358576656.4162057,-157821047.68792266,1167381811.972307,1995-01-31
-108330824.76234408,-61718562482.87311,-78671780.07418421,-6691987485.075451,53845588668.492905,-7886003179.51195,24030750015.05479,-13238789783.32909,-34917296524.78086,-66134565.238124594,-13834.905843077973,10751227039.721405,-85604334.77149302,6943560917.686897,3055854658.737815,19235133.57693604,2288662139.7666802,-2403664362.4907484,746932711.9214773,-21726544.520909708,229083643.40956196,-20884398952.733444,-311773087.3430185,-26727931.85288723,469917866.3106737,-1.7118261100237775e-07,-210740865.1971531,-100238010.48987325,1212724452.532624,1995-02-28
-84152126.58718117,-62945201584.03129,-26860341.788961202,5558898681.939293,46578597969.205894,-7194329708.646931,13536227629.868544,-19800404405.69244,-22952236582.5874,168132963.56675923,45.56983286877301,6721005233.193971,-31265914.719274603,-5600938056.879445,-7815490369.388922,-230705661.57065073,3401906649.368619,-4071792931.1021986,-1252852009.8152332,-1402156.5363593209,182200945.74846336,15180064393.743153,-252981011.04060704,-7103181.165359554,297742230.678091,-1.1499747102953902e-06,-85166988.39357294,-134144630.42076185,1087540856.7639282,1995-03-31
18283584.25263128,-52348940377.95213,-26677398.903440896,5720160230.025841,43568256693.26491,-10222029907.385717,22908758301.96404,-14063678510.521206,-21901721019.67927,-1643238.962395528,6.380317086657807,11936524365.505701,-40019969.0005021,-5691007212.7623825,-11026551425.942192,-93639275.18083052,2771880592.992249,-3505449559.255074,-1698010023.880966,-3324229.6142911213,101487192.91211273,1861716092.6711917,-200269079.1036649,19521257.91810238,310622151.95797986,2.775378365050754e-07,-170213083.05483374,-135479208.7807151,1100716359.6249375,1995-04-28
-172615513.01794493,76874628706.01549,-17576587.316576865,15686662351.721745,-20275997996.74413,-3763957416.250921,11042514891.172411,9264025972.70303,10068680164.882729,101864315.46846819,2734.696749535203,7685719077.728286,-21766297.385284483,-15572474120.019482,-20815932796.68635,-185614078.65478486,4914825950.471487,-5616790402.191381,-1471814737.1728706,-8063895.2628922975,278426003.17441785,4791625598.483139,-274243123.7088938,-853026.0253246992,205606533.42307818,-3.6494820644706357e-07,-191848242.77619314,-123624326.46626236,1246493253.1244106,1995-05-31
30176965.277859084,66179678405.32926,-35703621.84704722,5512031053.17478,-30287097229.110947,-3213148704.9652877,14747890009.018965,22861797248.51489,5168806608.550391,-171864075.73664027,1170.419676316306,8546070306.847109,-45485168.9956687,-5309688277.634726,-7011409117.085714,49806268.99910085,5578874223.3692,-6116381096.987024,-2129236285.7321963,3103601.4277608893,105033626.74248755,-5382527834.100666,-209073967.04979816,-4198187.279622567,285273169.9157758,-9.297084767857777e-07,-151524387.94996333,-168534678.89612588,1114038239.5624883,1995-06-30
-38375971.6660958,-34392015737.44641,-45152288.483368196,3643943155.6776757,20903005721.858044,307541394.4438785,11363641134.980947,-28327440908.70705,4054694894.7205467,-288856502.9451899,1471.109595114,9159159386.417078,-21191351.96616986,-3288506241.965358,-5512953181.996205,131004334.51013093,3127558834.7319455,-3434901607.5326896,37552813.085843325,-1868732.6325015149,224202107.35642925,-4.287969410709793,-466449802.3871233,73101541.58491538,342783559.05009735,0.0,-282280750.7204695,-204306022.0249811,1100993710.3631756,1995-07-31
55440496.634248696,-40157716633.44402,-60385448.10969032,-2873557712.004897,30296524411.146645,-9164259159.697834,32881275637.310295,-23983979937.061565,885923411.7681304,-131632401.59582402,7607.910382536484,5224961349.494631,-77285993.71576335,3018363761.81387,1988568379.8197887,-9815702.38771915,2153091740.4098616,-2577130058.7449346,1293347076.5904472,-36872372.575125985,156294715.61038166,-0.39235699397696855,-376749731.10659504,-31246915.342082288,434611840.0299375,-4.845255841486478e-21,-260192553.6084148,-202197319.67406127,1138728065.1941755,1995-08-31
-182181007.95229027,-77669264570.21988,-43624714.66394295,-1611274779.3867948,44609770419.46562,-16053677786.863295,32987471286.63631,-84975810133.19402,53628114903.77458,36761232.960954435,6324.317911873538,16127876529.578438,-116087015.93179046,1827955513.289107,-3757355881.358014,-187529194.4864505,3080852217.301553,-3519701093.62744,-198710802.08913594,-66553130.86137038,437325888.31951797,3.524916390054414,-506365135.9873619,-33081876.36168149,231984832.2691614,-2.2333013425018264e-25,-285932902.88186496,-283936015.70978254,1351766027.9896472,1995-09-29
148854181.8411346,-22560601051.72197,-29265048.379726402,3047538582.898615,7344790956.308618,-2971401383.623992,24310624870.39495,-19739011615.232178,14163603343.963428,30163655.616790053,2867.73121809923,8008404526.939711,-35123179.03837373,-3176952385.1223125,-5918569105.588928,-132456345.24147032,1030578323.9327046,-1364297462.2171066,-1688316192.438379,-1549902.4652998832,-46468969.58501009,1.2969876287084336,-322884055.27492714,57719017.89854045,674669747.8499253,0.0,-279433010.56789494,-116705118.09057592,997973256.1779606,1995-10-31
72201961.45331486,-54381011323.91431,-8955582.460378053,4027994018.0013056,37759533942.50723,-8345314574.262791,38361336279.35772,-43037714490.1717,13279092171.258533,-43411281.36521856,83.67554113434305,24322640236.311005,-23874449.267386615,-4026540579.8945384,-3140257233.933137,-89818041.55555771,355326763.58638865,-1251404468.2900178,-1925515094.1586227,-25094231.893100526,48160617.27326906,-0.7044741983851266,-437185628.2144097,44400000.902398445,775900274.1357325,0.0,-235512205.47761807,-129382806.69048727,1135921050.130486,1995-11-30
8964231.7214507,-5636745538.642677,-17326528.617189206,727396865.4080842,11997341678.193672,-6166726312.22858,20007881127.828228,-22728561446.188137,15224846637.438494,63342978.88035049,211.5489399746625,11027836540.26382,-96365196.64059812,-720374295.4651053,-887016873.6019862,-198822201.78505,1537732580.053486,-1996316955.3019626,-995998588.2807859,-17652279.11918441,164468530.1325939,-1.3962957952205282,-214233097.73072875,25810443.827124495,424748675.5484788,0.0,-322256756.97104466,-198331017.57410988,1172111291.05256,1995-12-29
-90318882.35120447,-18294523660.573025,-55508315.34833562,624235688.5862308,-1346928847.464951,-1567768465.8144965,20809360030.303192,3709332532.7316427,-5830685600.421565,181055182.2137924,-36.544651251309936,6252546810.067989,-46029432.56899462,-699020745.0744349,963300764.1406238,-318724950.73916847,4983291007.336009,-5226051432.236544,119878939.95011164,5249123.834262655,267359232.80660772,-0.09208292457222816,-294197532.2193272,71177681.1290273,574916821.7270999,0.0,-273731051.2818926,-195177955.50004128,1254302366.8603663,1996-01-31
-151425439.22333676,-4018124349.2609735,-26761925.32940139,110570704.7909934,-2214964069.2181287,-3670687912.299329,25397810573.75384,1046797235.8798368,174219292.68828437,-92610336.2173222,-308.5303884587308,1550316666.7099824,-98941278.48496835,183635164.2518839,247240735.91224852,-63023771.10602045,4656897511.757486,-5719263916.1135235,1282706197.5641227,-33730657.403389275,368290654.02846766,-0.05993050902261577,-301636167.10190904,28071071.961128622,466854626.49949694,0.0,-292879293.40188134,-232404794.7979543,1339442718.4047008,1996-02-29
-121319717.39630593,-64759645505.90293,-48547647.75389745,-524208578.9408467,27186976229.059162,-5629573954.72427,31324525058.7046,-4572577113.315202,-20235961016.620754,-206387831.2267386,-296.3552764332342,7106281328.113486,-77003785.36963654,916725518.2936046,1835047551.5906658,53090052.19450308,3338090534.8448796,-4880863220.23285,808806330.325369,-19194428.659083277,294631882.12464947,-0.05109738213653018,-232944018.19202015,-13704159.871472439,595010411.1282392,0.0,-174486799.14512032,-156575185.0447382,1386520974.611163,1996-03-29
-44111993.74312701,-19974703614.917072,-12903699.796593096,-1580157343.5178118,8520477036.087741,423345683.35335344,-10224770022.362427,-9095909924.98806,-1478238561.0005116,-237309902.29744223,-1992.7300749195092,10556834246.049728,-63124299.60721489,1892311301.7889748,1201612989.067085,155780505.3661728,1941604949.2889366,-2819286925.430368,383073681.3182926,-38849495.32898091,173489073.93462396,-19555782752.882366,-180197158.05562785,-33799616.5840524,324813424.76902914,9.41836633772767e-07,-141281915.7869427,-140553205.26311004,1456043477.039564,1996-04-30
-79375763.55359711,-58682174935.97464,-3009616.4766887436,-2340594395.8330874,8239277516.237817,1564775301.5498111,-3238507709.5795193,-3773905022.252387,-9575982120.795126,-178984216.34589943,-3514.7564806976197,11781614009.550297,-63275383.54385362,2628610284.0412426,2061137084.480213,84501626.5919582,3890673743.9069853,-5928043055.199783,880905212.2287321,-35037669.41449838,231407523.72238728,-10135775353.92006,-144631132.26030478,5748761.707909843,181357983.92752928,1.111037870661248e-06,-147275425.08728862,-157742392.92213142,1189779872.6611114,1996-05-31
-207312059.39246836,-66585932570.807236,-23142674.72386731,-321784561.8689723,16969358859.738344,2202181670.1948857,-3278737426.552171,-11360118314.332134,-10765826083.737865,-232853590.56418675,338.4443554752308,3985563639.023978,-67818915.39773923,809356708.7208279,1332281021.203992,152171382.4648694,3203015446.9921145,-4695739233.0963955,71762485.75087436,-36020539.594985746,347427412.23077583,-12893045297.604544,-236093855.7682372,-47389030.06264659,273940888.7134941,2.6256617799547235e-06,-61062326.714830466,-144569422.35782912,1284178584.3589,1996-06-28
-136041904.04936397,18969383524.07374,-30349239.0976553,-2917756193.59855,-18385316939.337147,879293856.6177996,44291697258.4917,16375896783.43773,-1078793971.7193925,-119708011.49312624,-1303.652353442241,21559270774.449116,-51348591.89207435,3213175051.1517196,1065415193.1825418,75936561.64826412,2470671789.047569,-3334206481.863791,-1618406483.7292454,-43312427.99289857,239905743.20350832,-2.2612640702324973,-278806450.6422948,7811007.8039013995,233840892.58067048,0.0,-42085434.269213334,-104013561.23374335,1368564350.1277833,1996-07-31
123352408.94022274,70066551077.25847,-21076422.642528377,-8507484473.528936,-61917139160.9427,-2681110029.4575777,30133745301.371326,36742176145.37482,26629672500.880863,-572858811.7089933,-15567.604121939225,13106101936.432598,-52139924.18226779,8997391347.67416,7294790472.813545,531008126.9314887,1683848761.8146262,-3124887394.9983473,-517640602.4028994,-46107379.528367385,-3155174.3979588,-1.8077167124618037,-100337807.36862491,29287158.567520507,285757958.9596271,0.0,-142908696.986299,-109693447.41335152,1420088482.5737917,1996-08-30
63174759.85683937,-33853821839.735985,-41467750.01433264,-271915563.6604395,15130769674.192743,-994340232.1316601,-1696712151.053273,-6970685666.121618,-10999066800.303188,-269068997.11206764,1972.717177966432,6121841863.077221,-56247282.978109345,534531778.44737196,1050849749.7859826,216568380.06421718,4190189081.8698897,-6102012926.794811,-15611207.811594503,-66698577.48726457,39652483.967258394,-1.79321455839362,-111864870.32854176,-25248895.361767247,336476754.0608064,0.0,-47998036.13508182,-82865610.9385423,1413259023.8003166,1996-09-30
16420051.571760291,-34170914222.745537,-14712865.905988492,-2853580319.422765,18162597059.547943,-2089896383.6245165,18096217487.556133,-8482640857.249764,-10819220092.591059,130742093.30469933,-859.000694447401,14751392528.915638,-51021714.3192384,2733564279.2358346,144157805.26999488,-170354309.24878997,3708659904.161745,-6204915170.604791,-90957302.86045606,-49926107.625731796,71117860.44958088,-1.1606482151047808,-49664610.13887579,7367721.237346294,554591869.7440648,1.6479563271022258e-22,-99516986.8898223,-60343249.696737915,1471700264.5692532,1996-10-31
83080175.08506441,-40065520706.175064,-14019110.806748688,-2626657376.4608774,21709865256.92425,-6159130515.882143,32638721615.892933,-5737558713.204789,-13315119810.739016,-252867707.55557445,971.316016191343,7887861813.839667,-71095931.0888583,2868038729.1462693,1181859138.038527,197992417.6804138,3703492712.6358347,-5681708342.507715,-685083042.5989399,-57724399.70423863,22860861.13450374,-3.014739134151642,-114939137.59396909,-29285793.703516312,464433094.3732688,0.0,-149770370.68382746,-104281106.89362329,1494312665.2697814,1996-11-29
80491611.1808206,-28026066502.545963,-25108251.466542073,-841562606.3304753,22544644692.03468,-17570795.335975908,15399818128.276495,-28973588718.398266,2511704922.871316,-192596457.42905837,4498.311441989391,24576240631.04146,-38520808.216752216,986579806.0715178,-3109008173.298024,110901702.10526793,4254923327.301155,-6334394152.784464,-409840789.6353179,-44377510.34538071,44482006.33180379,13.447167591604174,-161255481.24128178,1921450.5988826728,586341906.4539683,7.405856150618435e-21,-169578901.65254882,-119029625.26850107,1445039723.4635031,1996-12-31
118984153.70788592,46053220673.66326,-28616450.073199417,-1288191850.5739238,-8408845460.229617,-1506973974.0099983,28445905493.86167,1498990335.4288762,5076038250.431465,-71052899.98184986,64.29774065934599,22146048638.109066,-71596581.12334536,1312109355.6828918,-1874811097.0016553,-35632346.62477363,3660422234.0858827,-6370868027.771876,172971874.46669683,-60327973.18599289,39118880.91263559,-1.189165474360423,-248420366.06744623,-34159532.191704124,350562304.99269634,7.147947242021303e-22,-147780064.77959767,-141294040.98191425,1586028104.159191,1997-01-31
263781824.4353852,20953986951.44764,-16754509.608178664,-1061725404.1066171,-15180949377.526304,-129261443.1659714,12964187514.074091,5048271623.241827,3861579762.4204226,-119516198.07150793,-1938.8359956280628,7128503536.74035,-53359693.93088532,966051066.5111004,-2661665654.5153446,-326356.567226889,6792239298.796252,-9456137514.262878,221006724.92363638,-32267527.812091447,-121951780.60111536,6.600779678298433,-213435130.85786414,-34585940.5303332,593892900.7546579,0.0,-156390864.95096037,-151543880.2134154,1612320348.6507103,1997-02-28
-121417144.5259513,-16205069821.68656,1601960.5483004896,-2353005396.1464944,14959820517.92709,2662671323.6615467,-7628491073.554278,-5729921658.44317,-12066488572.268469,196899124.55400902,-1887.7436869054532,4581376277.076484,-56736291.25734579,2345047708.8912506,230398141.5095689,-294175689.24098325,447924829.62682885,-2041006838.799243,1170278395.05495,-53825520.63269024,258952985.3375037,0.07137646143197976,-181607577.53715086,-27864973.11179935,163983460.52611682,-1.2786842611735541e-21,-194507501.46667725,-154563328.37528232,1524829160.1426156,1997-03-31
-80576123.49264152,-4442529080.9725,-444339.0884885386,472680143.9960104,19729174590.77951,2294388782.64916,-870360861.7485343,-7191011611.646469,-15991292324.302011,142083070.1711804,-3127.6799900198803,12233279783.57315,-61492924.45819401,-472362032.7824813,-2945118942.186707,-195844146.79877096,1411352940.3399963,-3390987907.5615454,1305895738.4309828,-38739850.491554685,185385604.20231304,-2.838211758302968,-196881408.9874231,-27562591.963174827,440144012.9311306,2.948967532935113e-21,-160851695.2278035,-111688317.55830857,1386521456.7179337,1997-04-30
-419814679.82315004,-28146225573.03602,-29569507.01550848,-2353769272.2226787,17376708595.27695,3384467087.9971876,-6859724807.794086,-3739602495.441166,-16126865253.835127,470344336.33976907,328.0317280680557,11580079494.65429,-76729536.37393166,2382446474.532287,-34742261.62256118,-525724268.5627006,-598470619.7497131,-1148431404.3455374,2015742819.2462811,-57139534.650690764,541322252.1755561,2.485673067175058,-126942448.91576216,-51132286.66639945,343006375.0357726,1.791036098036898e-22,-199100250.9020734,-116350341.44753945,1444703265.7046313,1997-05-30
-330492848.8814358,-16753979226.259686,12541642.702303035,878175513.7144505,14874464329.087053,1769662137.6271315,562695004.7364335,-3485309587.027021,-15079701484.349434,280943735.18567604,-181.52643413271787,3275830481.582801,-61232281.52630597,-754189710.5657029,-207491714.94334283,-307570439.4405042,2119361696.9546695,-4806597668.641259,3042587915.28654,-45864885.058197245,408583255.2048958,-0.2734848429033354,-89178673.78707983,-74331375.31706867,374115864.10289264,0.0,-150773779.430288,-80717418.80385648,1501766095.8867111,1997-06-30
-334335706.5807006,-31291120827.981003,-33022893.421703413,-3226954418.455865,26434282605.90921,-2021921340.0983763,18546315831.013916,-3783705565.553511,-24244743796.53794,302640903.09145635,40324.02056902671,24615189893.937523,-82032325.00440675,3324979426.901468,-778789545.4493517,-393907301.7738783,3646155563.3951488,-3965704200.3233867,2324016576.097176,-66142431.16809938,474878416.0568903,0.42031971453492933,-231648373.89203912,-54986823.0115228,363966469.0991009,-8.986143793010678e-20,-84500285.32310008,-126524044.05485886,1847103442.6976871,1997-07-31
-245279817.37931344,-14887962014.000305,-20127605.402948353,-470054975.69632745,17226961878.780926,576557812.0996196,1706511005.350627,3616302212.985965,-23623092843.964035,-272729218.0306868,-95.95462236669702,20735233606.30431,-92912155.25854525,1052313365.0818539,-175657915.947771,207138628.34123346,2390764073.5731926,-3281013753.046791,2944572098.0643835,-45199134.43869442,369940012.5233777,-0.3335520261106772,-153641118.42744622,-73295061.98629336,400454264.84145004,0.0,-86958262.29863912,-127195994.99983402,1693973818.2544081,1997-08-29
476593962.33529,32533716287.756485,-45033960.146308005,-246374723.9821854,-9854419891.65002,-2363303101.4441385,-5533069940.877763,2315289296.7075167,5821209782.590943,-206784444.1984,-552.9094967202527,11279249782.958813,-86234239.65230325,40245953.599724166,-1832441484.4609919,113336372.84590296,4127379445.32159,-4303557057.277687,1570527379.7587123,-61623670.744336866,-326778592.7162223,1.117868762104935,-201999510.97876236,-93302719.49011697,682619255.2214385,0.0,-189200125.83544332,-142319504.61345175,1734765135.8463018,1997-09-30
-422084136.26645905,107943253014.93256,25717.639364210467,4596471850.799843,-52720335002.80921,-12496201567.329199,86794568830.28322,49987285694.34563,11592439828.72237,22684614.862384442,-12055.380260344975,23444045454.532272,-57693437.76631434,-4154766841.0916324,-13621315196.653786,-112365619.30744211,3608356040.0800304,-3764982543.762498,2911820516.548148,-44831049.5236646,562708428.0157728,0.07896426818728906,-225936200.95545343,-80807934.55785836,485967191.6454343,0.0,-282905593.6113021,-130218302.75964724,2222969051.9628015,1997-10-31
276328044.53841364,32758642363.87169,-21377426.196697317,586501279.4239159,-21808244877.417282,-6081476074.70843,37514629022.433075,28726265049.475822,-4600654734.455825,31829453.16131528,1975.5213071875235,12123237499.17408,-84927172.8305625,-818839233.0774268,-6708047568.101336,-146714236.7671779,3835370186.444041,-4988047382.992956,2903955607.927887,-55995163.80397927,-104581232.62648873,0.5366520038206825,-227519287.1565156,-122144551.61024582,679904509.7030579,0.0,-300348783.803426,-160262830.8288425,1932014102.80641,1997-11-28
