step,x,y,h
406,3.740625167711221e-06,4.370099921954521e-05,1.1286358805988237
407,3.7770727696256452e-06,4.247270600762089e-05,1.1003807147173832
408,3.8023980038767548e-06,4.1325956881665234e-05,1.0721284202448196
409,3.8116608480460105e-06,4.0255811020842694e-05,1.0438787022455764
410,3.803727481154934e-06,3.925697118021512e-05,1.0156313127387813
411,3.7814436753729563e-06,3.832289259099012e-05,0.9873860415804689
412,3.7508537558041392e-06,3.744550680853977e-05,0.9591427090726383
413,3.7196811835929673e-06,3.661561155610944e-05,0.9309011599497355
414,3.6954585436680474e-06,3.582381871824264e-05,0.9026612587435717
415,3.6837672658906564e-06,3.506180885159207e-05,0.8744228864959671
416,3.6870057429769478e-06,3.432355200978952e-05,0.8461859384763951
417,3.7039621180900837e-06,3.360614890396014e-05,0.8179503223326907
418,3.7302630246432874e-06,3.2910029831162316e-05,0.7897159562305307
419,3.7595544047395395e-06,3.223840448729494e-05,0.7614827669577636
420,3.785098584395274e-06,3.1596046714554344e-05,0.7332506883264884
421,3.801383970315545e-06,3.098767640015018e-05,0.705019660190933
422,3.80535859710735e-06,3.0416319312916133e-05,0.6767896280378747
423,3.797008651255208e-06,2.9882051404090636e-05,0.6485605427441359
424,3.7791768622045973e-06,2.938145643081374e-05,0.6203323600744886
425,3.756707301712007e-06,2.8907960573827832e-05,0.5921050398373412
426,3.7351640160828192e-06,2.845299391851605e-05,0.5638785450095649
427,3.7194621152926215e-06,2.8007719165633513e-05,0.5356528412284185
428,3.7127518118108566e-06,2.7564916247336997e-05,0.5074278967585492
429,3.7158123332901844e-06,2.712055812249257e-05,0.4792036826531486
430,3.727069106649127e-06,2.6674674706083666e-05,0.4509801727026906
431,3.7431838162863824e-06,2.6231266515912858e-05,0.42275734300644935
432,3.760025885045307e-06,2.5797258772198474e-05,0.39453517137797767
433,3.773750729003652e-06,2.538072455471884e-05,0.3663136369563634
