Date,Open,High,Low,Close,Adj Close,Change,Pct Change,Volume,Day VWAP,IV30,IV30 Change,IV30 Pct Change,Call Option Volume,Put Option Volume,Call Open Interest,Put Open Interest
6/14/2016,36.4655,36.8,36.325,36.6625,36.6625,0.0685,0.0019,1329176,36.5163,19.587,-0.091,-0.0046,16459,7587,,
6/13/2016,36.491,36.95,36.491,36.594,36.594,-0.0655,-0.0018,1167736,36.7225,19.678,0.997,0.0534,7165,6025,,
6/10/2016,36.7975,36.982,36.5255,36.6595,36.6595,-0.4665,-0.0126,1452456,36.7012,18.681,0.199,0.0108,14744,14327,,
6/9/2016,36.8535,37.1965,36.825,37.126,37.126,-0.0205,-0.0006,958963,37.0776,18.482,2.073,0.1263,13060,7998,,
6/8/2016,36.975,37.1905,36.7882,37.1465,37.1465,0.592,0.0162,1615727,37.0473,16.409,-0.608,-0.0357,18698,8258,,
6/7/2016,36.6635,36.8355,36.54,36.5545,36.5545,0.0515,0.0014,1215741,36.6704,17.017,0.409,0.0246,9322,4708,,
6/6/2016,36.925,36.925,36.4145,36.503,36.503,-0.29,-0.0079,1499648,36.5943,16.608,0.291,0.0178,13277,7582,,
6/3/2016,37.0745,37.0745,36.6955,36.793,36.793,-0.4205,-0.0113,1230376,36.8217,16.317,-0.433,-0.0259,17736,10841,,
6/2/2016,37.305,37.365,36.85,37.2135,37.2135,-0.2095,-0.0056,1695824,37.0754,16.75,-0.105,-0.0062,20185,10235,,
6/1/2016,37.4235,37.5685,37.217,37.423,37.423,-0.0195,-0.0005,1039847,37.4309,16.855,0.279,0.0168,9522,6062,,
5/31/2016,37.438,37.674,37.2785,37.4425,37.4425,0.0625,0.0017,2124248,37.455,16.576,0.057,0.0035,13896,8269,,
5/27/2016,36.8755,37.3955,36.8505,37.38,37.38,0.5335,0.0145,1740130,37.2717,16.519,-0.051,-0.0031,23347,13462,,
5/26/2016,36.8,37.055,36.65,36.8465,36.8465,-0.0585,-0.0016,1360119,36.8312,16.57,-0.111,-0.0067,12888,8615,,
5/25/2016,36.75,36.9945,36.63,36.905,36.905,0.2535,0.0069,1616624,36.8775,16.681,0.166,0.0101,11885,8671,,
5/24/2016,35.9925,36.71,35.9823,36.6515,36.6515,0.789,0.022,1894161,36.5171,16.515,-0.84,-0.0484,16621,9202,,
5/23/2016,35.999,36.175,35.847,35.8625,35.8625,-0.223,-0.0062,1240826,35.9515,17.355,-0.257,-0.0146,9815,5783,,
5/20/2016,35.823,36.385,35.7505,36.0855,36.0855,0.32,0.0089,1739895,36.131,17.612,-1.784,-0.092,20444,12545,,
5/19/2016,35.915,36.025,35.5153,35.7655,35.7655,-0.3235,-0.009,1529910,35.7011,19.396,0.428,0.0226,12741,9837,,
5/18/2016,35.925,36.2785,35.751,36.089,36.089,0.0795,0.0022,1626800,36.0516,18.968,-0.271,-0.0141,8507,6790,,
5/17/2016,36.553,36.7925,35.9,36.0095,36.0095,-0.5055,-0.0138,1670176,36.2547,19.239,1.231,0.0684,10236,10435,,
5/16/2016,36.216,36.634,36,36.515,36.515,0.2735,0.0075,1126862,36.4073,18.008,-0.73,-0.039,10255,7470,,
5/13/2016,36.331,36.5645,36.1755,36.2415,36.2415,-0.162,-0.0045,1262161,36.3153,18.738,0.57,0.0314,9606,9720,,
5/12/2016,36.6,36.7685,36.2135,36.4035,36.4035,-0.124,-0.0034,1354717,36.4221,18.168,-0.127,-0.0069,15538,10604,,
5/11/2016,37.026,37.04,36.3951,36.5275,36.5275,-0.4415,-0.0119,1491746,36.7545,18.295,0.96,0.0554,9769,11059,,
5/10/2016,36.748,37,36.5805,36.969,36.969,0.5125,0.0141,1631714,36.8599,17.335,-1.301,-0.0698,13364,9537,,
5/9/2016,36.335,36.7145,36.175,36.4565,36.4565,0.1975,0.0054,1903689,36.5129,18.636,-0.741,-0.0382,11916,8587,,
5/6/2016,35.61,36.2995,35.5975,36.259,36.259,0.5235,0.0146,1997628,36.0373,19.377,-1.064,-0.0521,17241,10941,,
5/5/2016,35.75,35.8775,35.4725,35.7355,35.7355,0.167,0.0047,1483357,35.6782,20.441,0.438,0.0219,11535,6918,,
5/4/2016,35.3385,35.7525,35.2025,35.5685,35.5685,0.1465,0.0041,1708609,35.5518,20.003,-0.404,-0.0198,12473,7403,,
5/3/2016,35.625,35.6685,35.3665,35.422,35.422,-0.2985,-0.0084,1931040,35.5232,20.407,1.286,0.0673,8648,7296,,
5/2/2016,35.596,35.7705,35.318,35.7205,35.7205,0.3265,0.0092,1673820,35.5522,19.121,-2.009,-0.0951,12227,6872,,
4/29/2016,35.206,35.6055,35.189,35.394,35.394,0.141,0.004,2913898,35.4087,21.13,0.07,0.0033,19444,18185,,
4/28/2016,36.1645,36.463,35.16,35.253,35.253,-0.82,-0.0227,3129502,35.7891,21.06,1.571,0.0806,21321,21494,,
4/27/2016,36.266,36.3575,35.454,36.073,36.073,-0.1955,-0.0054,3313137,35.8294,19.489,-0.398,-0.02,24579,21138,,
4/26/2016,37.221,37.2795,36.016,36.2685,36.2685,-0.842,-0.0227,2793210,36.5395,19.887,1.451,0.0787,17528,16106,,
4/25/2016,36.7675,37.244,36.755,37.1105,37.1105,0.222,0.006,2472061,37.0357,18.436,-0.782,-0.0407,18460,13863,,
4/22/2016,37.1955,37.696,36.5185,36.8885,36.8885,-2.1115,-0.0541,7039948,36.9065,19.218,-11.073,-0.3656,60679,45215,,
4/21/2016,38.8655,39.084,38.5775,39,39,0.254,0.0066,3881420,38.9262,30.291,2.157,0.0767,53599,31735,,
4/20/2016,38.958,38.983,38.5635,38.746,38.746,-0.0665,-0.0017,1713088,38.7725,28.134,0.042,0.0015,15963,7739,,
4/19/2016,39.525,39.5475,38.5135,38.8125,38.8125,-0.5715,-0.0145,2197615,38.8956,28.092,1.612,0.0609,15406,8959,,
4/18/2016,39.0095,39.4275,38.8805,39.384,39.384,0.384,0.0098,1677015,39.2655,26.48,-0.021,-0.0008,15826,13605,,
4/15/2016,38.775,39.0465,38.7465,39,39,0.2305,0.0059,1585584,38.9499,26.501,-0.086,-0.0032,25360,11115,,
4/14/2016,38.768,38.9805,38.661,38.7695,38.7695,0.174,0.0045,1349610,38.8242,26.587,0.255,0.0097,20227,12174,,
4/13/2016,38.5155,38.7875,38.2295,38.5955,38.5955,0.3795,0.0099,1771308,38.5203,26.332,0.123,0.0047,23277,11761,,
4/12/2016,37.9215,38.246,37.5783,38.216,38.216,0.339,0.009,1369358,37.9593,26.209,-0.43,-0.0161,14434,7078,,
4/11/2016,38.2725,38.361,37.867,37.877,37.877,-0.0965,-0.0025,1588692,38.1524,26.639,3.252,0.1391,14383,9613,,
4/8/2016,38.2935,38.3565,37.7885,37.9735,37.9735,-0.0325,-0.0009,1171867,38.0184,23.387,-0.273,-0.0115,13268,10809,,
4/7/2016,38.266,38.468,37.875,38.006,38.006,-0.3975,-0.0104,1274852,38.1106,23.66,2.076,0.0962,10863,7648,,
4/6/2016,37.892,38.421,37.815,38.4035,38.4035,0.475,0.0125,1265577,38.1937,21.584,-0.364,-0.0166,11933,5444,,
4/5/2016,37.9065,38.1435,37.78,37.9285,37.9285,-0.3275,-0.0086,1223905,37.9876,21.948,1.124,0.054,9233,7219,,
4/4/2016,38.4755,38.622,38.0892,38.256,38.256,-0.2275,-0.0059,1346424,38.2555,20.824,0.619,0.0306,10590,5505,,
4/1/2016,37.858,38.502,37.76,38.4835,38.4835,0.3385,0.0089,1583698,38.2635,20.205,-0.164,-0.0081,22470,11562,,
3/31/2016,38.417,38.4542,37.9125,38.145,38.145,-0.272,-0.0071,1623821,38.3418,20.369,1.118,0.0581,12094,11028,,
3/30/2016,38.4105,38.8655,38.379,38.417,38.417,0.1225,0.0032,2019755,38.6099,19.251,-0.563,-0.0284,19101,12595,,
3/29/2016,37.684,38.359,37.4145,38.2945,38.2945,0.6305,0.0167,2003061,38.0211,19.814,-0.355,-0.0176,22144,11706,,
3/28/2016,37.8085,37.915,37.602,37.664,37.664,-0.078,-0.0021,1083823,37.723,20.169,-1.814,-0.0825,8652,6451,,
3/24/2016,37.56,37.8778,37.525,37.742,37.742,-0.136,-0.0036,1555844,37.6608,21.983,0.375,0.0174,13617,11920,,
3/23/2016,38.1675,38.2695,37.8015,37.878,37.878,-0.1245,-0.0033,1233854,37.9784,21.608,1.142,0.0558,12049,10017,,
3/22/2016,37.922,38.25,37.8937,38.0025,38.0025,-0.1055,-0.0028,1104784,38.064,20.466,0.135,0.0066,11087,9858,,
3/21/2016,37.6955,38.167,37.5635,38.108,38.108,0.3375,0.0089,1438658,37.9328,20.331,-1.727,-0.0783,11574,9679,,
3/18/2016,38.0815,38.107,37.591,37.7705,37.7705,-0.1535,-0.004,2811518,37.8395,22.058,-0.525,-0.0232,27192,16896,,
3/17/2016,37.8825,38.267,37.868,37.924,37.924,0.056,0.0015,2228244,38.0858,22.583,0.925,0.0427,24466,25186,,
3/16/2016,37.4525,37.95,37.325,37.868,37.868,0.3395,0.009,1465285,37.6696,21.658,-1.19,-0.0521,16400,11691,,
3/15/2016,37.301,37.6505,37.142,37.5285,37.5285,0.0165,0.0004,1491578,37.4267,22.848,-0.011,-0.0005,11822,10611,,
3/14/2016,37.2485,37.713,37.1831,37.512,37.512,0.2685,0.0072,1641189,37.5127,22.859,0.077,0.0034,22275,17573,,
3/11/2016,36.9975,37.245,36.835,37.2435,37.2435,0.635,0.0173,1768995,37.0885,22.782,-1.597,-0.0655,26792,15403,,
3/10/2016,36.3895,36.827,36.1645,36.6085,36.6085,0.338,0.0093,2230811,36.5263,24.379,-0.344,-0.0139,22282,14728,,
3/9/2016,35.7583,36.312,35.633,36.2705,36.2705,0.594,0.0166,1977169,36.0949,24.723,-0.566,-0.0224,15394,9420,,
3/8/2016,35.4195,36.1125,35.2,35.6765,35.6765,0.0365,0.001,2626495,35.7499,25.289,0.156,0.0062,16039,11903,,
3/7/2016,36.2575,36.3605,35.257,35.64,35.64,-0.871,-0.0239,3088278,35.7636,25.133,2.703,0.1205,19018,12263,,
3/4/2016,36.74,36.75,36.281,36.511,36.511,-0.0685,-0.0019,2425750,36.4876,22.43,0.162,0.0073,25954,11711,,
3/3/2016,36.974,37.05,36.4815,36.5795,36.5795,-0.3945,-0.0107,2026700,36.617,22.268,0.849,0.0396,17118,10543,,
3/2/2016,37.1435,37.156,36.6625,36.974,36.974,-0.1345,-0.0036,1814643,36.8778,21.419,0.649,0.0312,13573,9548,,
3/1/2016,36.065,37.1165,35.932,37.1085,37.1085,1.2475,0.0348,3005553,36.7324,20.77,-2.748,-0.1168,21763,15121,,
2/29/2016,36.05,36.53,35.842,35.861,35.861,-0.382,-0.0105,2253426,36.2382,23.518,-0.301,-0.0126,11904,7994,,
2/26/2016,36.68,36.808,36.097,36.243,36.243,-0.213,-0.0058,2123690,36.4121,23.819,-0.347,-0.0144,26317,13853,,
2/25/2016,36.1465,36.4755,35.6615,36.456,36.456,0.411,0.0114,1807258,36.1532,24.166,-1.247,-0.0491,21276,10654,,
2/24/2016,35.5305,36.061,35.101,36.045,36.045,0.1805,0.005,1854612,35.5581,25.413,0.415,0.0166,21156,10561,,
2/23/2016,36.305,36.545,35.7835,35.8645,35.8645,-0.588,-0.0161,2066566,36.0702,24.998,1.231,0.0518,13437,6444,,
2/22/2016,36.4755,36.7422,36.1725,36.4525,36.4525,0.347,0.0096,1875824,36.4625,23.767,-1.676,-0.0659,15316,8346,,
2/19/2016,35.795,36.2015,35.656,36.1055,36.1055,0.23,0.0064,1745940,36.0043,25.443,-2.318,-0.0835,18081,11107,,
2/18/2016,36.698,36.8,35.7775,35.8755,35.8755,-0.723,-0.0198,2363846,36.1763,27.761,1.224,0.0461,17115,15071,,
2/17/2016,36.35,36.688,35.8305,36.5985,36.5985,0.7165,0.02,2457715,36.3752,26.537,-2.527,-0.0869,20906,13735,,
2/16/2016,35.9325,36.1439,35.509,35.882,35.882,0.5375,0.0152,2172213,35.8326,29.064,-3.428,-0.1055,11919,7869,,
2/12/2016,35.6105,35.8,35.079,35.3445,35.3445,0.0265,0.0008,2326889,35.413,32.492,-5.446,-0.1435,17518,13032,,
2/11/2016,34.817,35.6157,34.5595,35.318,35.318,-0.0245,-0.0007,3250206,34.9944,37.938,1.255,0.0342,18480,12881,,
2/10/2016,35.5895,36.161,35.2695,35.3425,35.3425,0.2915,0.0083,3015733,35.683,36.683,-1.246,-0.0329,18281,11548,,
2/9/2016,34.6475,36.048,34.425,35.051,35.051,-0.157,-0.0045,4214950,35.2744,37.929,1.317,0.036,29977,15996,,
2/8/2016,34.384,35.226,34.1005,35.208,35.208,0.02,0.0006,4470514,34.6187,36.612,0.284,0.0078,19955,15090,,
2/5/2016,36.275,36.336,35.007,35.188,35.188,-1.3135,-0.036,5477821,35.4936,36.328,5.961,0.1963,48347,37303,,
2/4/2016,37.2295,37.262,36.13,36.5015,36.5015,-0.9675,-0.0258,5246123,36.7337,30.367,0.408,0.0136,0,0,,
2/3/2016,39.314,39.5715,36.813,37.469,37.469,-1.5765,-0.0404,6555731,37.8654,29.959,3.512,0.1328,64785,34837,,
2/2/2016,40.025,40.5175,39.03,39.0455,39.0455,0.507,0.0132,6792331,39.8467,26.447,-15.211,-0.3651,79450,45011,,
2/1/2016,38.563,38.8795,38.069,38.5385,38.5385,0.471,0.0124,5576089,38.4825,41.658,2.933,0.0757,73731,36858,,
1/29/2016,37.448,38.2552,37.21,38.0675,38.0675,0.6525,0.0174,3790395,37.9387,38.725,-0.254,-0.0065,36466,24028,,
1/28/2016,36.9095,37.558,36.53,37.415,37.415,1.536,0.0428,3105222,37.1268,38.979,-1.836,-0.045,35255,20060,,
1/27/2016,36.7945,36.7945,35.6725,35.879,35.879,-0.8105,-0.0221,2121434,36.2632,40.815,2.53,0.0661,16085,11215,,
1/26/2016,36.7605,36.973,36.3485,36.6895,36.6895,0.0085,0.0002,1547049,36.6223,38.285,-1.549,-0.0389,14073,8257,,
1/25/2016,37.192,37.623,36.625,36.681,36.681,-0.592,-0.0159,2267031,37.1497,39.834,1.552,0.0405,15919,13756,,
1/22/2016,37.1,37.428,37.025,37.273,37.273,0.9395,0.0259,2357315,37.2508,38.282,-1.713,-0.0428,21632,18978,,
1/21/2016,36.0085,36.8835,35.5555,36.3335,36.3335,0.4055,0.0113,2596916,36.3587,39.995,-0.882,-0.0216,26725,21921,,
1/20/2016,35.295,36.3475,34.389,35.928,35.928,-0.026,-0.0007,4122010,35.2557,40.877,2.79,0.0733,26311,18803,,
1/19/2016,36.0075,36.2675,35.4925,35.954,35.954,0.4295,0.0121,2436220,35.9106,38.087,-1.22,-0.031,17107,12805,,
1/15/2016,35.4995,36.2079,35.0755,35.5245,35.5245,-1.045,-0.0286,3833751,35.5531,39.307,2.883,0.0792,29391,27970,,
1/14/2016,36.222,36.9945,35.25,36.5695,36.5695,0.591,0.0164,2777868,36.3071,36.424,-1.666,-0.0437,24072,19413,,
1/13/2016,37.467,37.65,35.839,35.9785,35.9785,-1.2885,-0.0346,2586395,36.5883,38.09,4.871,0.1466,20604,17938,,
1/12/2016,37.0375,37.417,36.8215,37.267,37.267,0.6135,0.0167,2340753,37.188,33.219,-2.005,-0.0569,20399,13810,,
1/11/2016,36.5975,36.754,35.978,36.6535,36.6535,0.108,0.003,2544806,36.4313,35.224,0.146,0.0042,22602,28031,,
1/8/2016,37.39,37.506,36.446,36.5455,36.5455,-0.5045,-0.0136,2375348,36.9191,35.078,1.23,0.0363,30472,24142,,
1/7/2016,37.3245,37.7655,36.764,37.05,37.05,-0.9165,-0.0241,3156563,37.3305,33.848,4.529,0.1545,28682,17922,,
1/6/2016,37.5185,38.2865,37.4,37.9665,37.9665,-0.11,-0.0029,2410301,37.9452,29.319,0.52,0.0181,16459,15069,,
1/5/2016,38.205,38.46,37.7825,38.0765,38.0765,0.1045,0.0028,2260795,38.1217,28.799,0.571,0.0202,16799,11675,,
1/4/2016,38.11,38.11,37.377,37.972,37.972,-0.9285,-0.0239,3369068,37.7365,28.228,2.883,0.1138,18897,11602,,
12/31/2015,39.391,39.4165,38.866,38.9005,38.9005,-0.6145,-0.0156,1637561,39.0976,25.345,1.421,0.0594,22583,16306,,
12/30/2015,39.698,39.8228,39.36,39.515,39.515,-0.183,-0.0046,1428280,39.6075,23.924,1.345,0.0596,17531,9240,,
12/29/2015,39.3495,39.9345,39.3101,39.698,39.698,0.586,0.015,1921480,39.7088,22.579,0.431,0.0195,30190,12778,,
12/28/2015,38.5,39.1408,38.3865,39.112,39.112,0.82,0.0214,1557755,38.8299,22.148,0.29,0.0133,22160,12232,,
12/24/2015,38.426,38.46,38.2195,38.292,38.292,-0.1335,-0.0035,521141,38.3366,21.858,0.328,0.0152,7572,5016,,
12/23/2015,38.5345,38.595,37.8825,38.4255,38.4255,0.069,0.0018,1529742,38.2238,21.53,-0.255,-0.0117,15341,10560,,
12/22/2015,38.2135,38.517,38.06,38.3565,38.3565,0.3165,0.0083,1816935,38.286,21.785,-1.016,-0.0446,11983,6552,,
12/21/2015,38.1525,38.3175,37.7075,38.04,38.04,0.1975,0.0052,1742368,38.0099,22.801,-1.244,-0.0517,15331,7648,,
12/18/2015,38.3615,38.707,37.8295,37.8425,37.8425,-0.649,-0.0169,3389702,38.2012,24.045,2.14,0.0977,24597,20887,,
12/17/2015,39.058,39.0795,38.465,38.4915,38.4915,-0.338,-0.0087,1825538,38.757,21.905,0.576,0.027,13906,9569,,
12/16/2015,38.3285,39.075,37.8522,38.8295,38.8295,0.825,0.0217,2656010,38.4576,21.329,-2.298,-0.0973,20542,10184,,
12/15/2015,38.3895,38.7375,37.9,38.0045,38.0045,-0.1225,-0.0032,2469319,38.3011,23.627,-1.152,-0.0465,13998,8902,,
12/14/2015,37.563,38.2075,36.813,38.127,38.127,0.606,0.0162,2708520,37.5255,24.779,-2.556,-0.0935,16483,10136,,
12/11/2015,37.45,37.872,37.4325,37.521,37.521,-0.481,-0.0127,2159164,37.6543,27.335,4.878,0.2172,21466,19871,,
12/10/2015,38.1795,38.3033,37.75,38.002,38.002,-0.1255,-0.0033,1622940,38.0816,22.457,0.083,0.0037,12458,9985,,
12/9/2015,38.555,38.8046,37.6003,38.1275,38.1275,-0.6295,-0.0162,2327471,38.1151,22.374,2.386,0.1194,22864,18270,,
12/8/2015,38.225,38.9325,38.126,38.757,38.757,0.1075,0.0028,1554121,38.601,19.988,0.824,0.043,13082,14316,,
12/7/2015,39.003,39.05,38.336,38.6495,38.6495,-0.311,-0.008,1831287,38.6259,19.164,0.534,0.0287,13047,16661,,
12/4/2015,38.4855,39.121,38.2755,38.9605,38.9605,0.5505,0.0143,2489998,38.8867,18.63,-2.714,-0.1272,22449,18698,,
12/3/2015,39.028,39.224,38.1225,38.41,38.41,-0.4825,-0.0124,2097494,38.5606,21.344,2.209,0.1154,23759,36787,,
12/2/2015,39.2625,39.6524,38.8215,38.8925,38.8925,-0.297,-0.0076,2343841,39.1974,19.135,0.63,0.034,26264,15904,,
12/1/2015,38.347,39.25,38.2975,39.1895,39.1895,1.047,0.0274,2019864,38.9717,18.505,0.513,0.0285,23447,13772,,
11/30/2015,38.5935,38.7515,38.056,38.1425,38.1425,-0.456,-0.0118,1679349,38.3127,17.992,0.382,0.0217,14185,10012,,
11/27/2015,38.458,38.7,38.35,38.5985,38.5985,0.1355,0.0035,722320,38.534,17.61,-0.541,-0.0298,11822,5803,,
11/25/2015,38.5845,38.65,38.3265,38.463,38.463,-0.0185,-0.0005,1180643,38.4915,18.151,-0.881,-0.0463,13790,7901,,
11/24/2015,38.648,38.7995,37.9055,38.4815,38.4815,-0.3535,-0.0091,2394010,38.3903,19.032,1.028,0.0571,20702,22848,,
11/23/2015,38.8735,39.145,38.6755,38.835,38.835,-0.015,-0.0004,1732400,38.933,18.004,-1.111,-0.0581,14690,11418,,
11/20/2015,38.465,38.9659,38.205,38.85,38.85,0.853,0.0224,2773944,38.6381,19.115,-0.576,-0.0293,51284,23050,,
11/19/2015,37.989,38.1615,37.8615,37.997,37.997,-0.0035,-0.0001,1403913,38.0327,19.691,-0.62,-0.0305,16832,8016,,
11/18/2015,37.4785,38.055,37.3695,38.0005,38.0005,0.7015,0.0188,1813336,37.6619,20.311,-0.421,-0.0203,15876,7020,,
11/17/2015,37.6235,37.7475,37.2025,37.299,37.299,-0.222,-0.0059,1943156,37.5621,20.732,0.384,0.0189,11293,6719,,
11/16/2015,37.0105,37.5855,36.7165,37.521,37.521,0.5175,0.014,2535198,37.1872,20.348,-1.519,-0.0695,11777,8150,,
11/13/2015,37.702,37.7665,36.9735,37.0035,37.0035,-0.823,-0.0218,2409363,37.3339,21.867,2.344,0.1201,18653,21109,,
11/12/2015,38.009,38.29,37.793,37.8265,37.8265,-0.436,-0.0114,1772555,38.0608,19.523,0.783,0.0418,15396,9792,,
11/11/2015,38.119,38.454,37.9875,38.2625,38.2625,0.3495,0.0092,2095922,38.2898,18.74,0.344,0.0187,15611,9530,,
11/10/2015,37.674,38.03,37.4205,37.913,37.913,0.1745,0.0046,1489929,37.7376,18.396,-0.585,-0.0308,10024,8369,,
11/9/2015,37.926,38.165,37.4555,37.7385,37.7385,-0.3415,-0.009,1776861,37.7499,18.981,0.451,0.0243,7817,7167,,
11/6/2015,37.9695,38.1511,37.7515,38.08,38.08,0.0465,0.0012,1677199,37.9594,18.53,-0.436,-0.023,13813,9488,,
11/5/2015,37.9405,38.3175,37.8735,38.0335,38.0335,0.268,0.0071,2274314,38.105,18.966,0.107,0.0057,23650,11046,,
11/4/2015,37.495,37.995,37.46,37.7655,37.7655,0.3245,0.0087,2091999,37.7476,18.859,0.644,0.0354,25544,10010,,
11/3/2015,37.2715,37.5849,37.058,37.441,37.441,0.054,0.0014,1815300,37.3232,18.215,0.264,0.0147,17157,7384,,
11/2/2015,36.894,37.409,36.5725,37.387,37.387,0.5175,0.014,1995708,37.0177,17.951,-1.105,-0.058,14324,8271,,
10/30/2015,37.278,37.3155,36.8265,36.8695,36.8695,-0.373,-0.01,1999161,37.0187,19.056,0.159,0.0084,26826,11537,,
10/29/2015,36.8315,37.3395,36.758,37.2425,37.2425,0.3965,0.0108,1825957,37.0889,18.897,0.059,0.0031,23657,10150,,
10/28/2015,36.65,36.8685,36.3635,36.846,36.846,0.205,0.0056,1980154,36.644,18.838,-0.226,-0.0119,16990,9490,,
10/27/2015,36.3285,36.7982,36.2068,36.641,36.641,0.085,0.0023,1938916,36.5619,19.064,-0.102,-0.0053,14475,9409,,
10/26/2015,36.001,36.7475,36.001,36.556,36.556,0.5895,0.0164,2438847,36.4842,19.166,-1.24,-0.0608,22378,11071,,
10/23/2015,37.503,37.625,35.897,35.9665,35.9665,1.9095,0.0561,6336319,36.6777,20.406,-12.904,-0.3874,73771,44901,,
10/22/2015,33.772,34.4025,33.585,34.057,34.057,0.467,0.0139,4431595,33.9586,33.31,0.373,0.0113,45771,20924,,
10/21/2015,34.1605,34.245,33.535,33.59,33.59,-0.41,-0.0121,1608436,33.8766,32.937,0.09,0.0027,13083,7202,,
10/20/2015,34.8945,34.9,33.684,34,34,-0.9975,-0.0285,2621719,34.1451,32.847,3.138,0.1056,19247,8397,,
10/19/2015,34.7,35.012,34.6105,34.9975,34.9975,0.2315,0.0067,1508585,34.8601,29.709,-0.9,-0.0294,13166,6053,,
10/16/2015,34.77,34.811,34.455,34.766,34.766,0.115,0.0033,1815759,34.6443,30.609,1.028,0.0348,30332,8566,,
10/15/2015,34.2625,34.708,34.2195,34.651,34.651,0.6305,0.0185,2357829,34.5226,29.581,-1.241,-0.0403,27307,12771,,
10/14/2015,34.1865,34.502,33.945,34.0205,34.0205,-0.138,-0.004,1564582,34.1421,30.822,0.105,0.0034,21341,10556,,
10/13/2015,33.713,34.423,33.6554,34.1585,34.1585,0.337,0.01,2122338,34.1257,30.717,-0.74,-0.0235,25219,10838,,
10/12/2015,33.4595,33.899,33.362,33.8215,33.8215,0.2595,0.0077,1334225,33.7127,31.457,1.812,0.0611,15930,7757,,
10/9/2015,33.3745,33.7043,33.118,33.562,33.562,0.212,0.0064,1606178,33.4956,29.645,-1.284,-0.0415,30966,11143,,
10/8/2015,33.4725,33.5945,32.7245,33.35,33.35,-0.15,-0.0045,1965397,33.1369,30.929,-1.598,-0.0491,48212,13554,,
10/7/2015,33.87,33.937,32.9055,33.5,33.5,-0.082,-0.0024,2217672,33.3348,32.527,1.369,0.0439,21583,13335,,
10/6/2015,33.4675,33.94,33.1541,33.582,33.582,-0.002,-0.0001,2157409,33.4863,31.158,-0.521,-0.0164,19826,10910,,
10/5/2015,33.08,33.6514,32.7935,33.584,33.584,0.7345,0.0224,1898012,33.2776,31.679,-1.858,-0.0554,18016,10601,,
10/2/2015,31.9005,32.9128,31.675,32.8495,32.8495,0.7495,0.0233,2439435,32.3195,33.537,-2.158,-0.0605,30497,16082,,
10/1/2015,31.897,32.192,31.5557,32.1,32.1,0.1815,0.0057,2125315,31.9151,35.695,0.218,0.0061,15328,9671,,
9/30/2015,31.5915,31.9655,31.4575,31.9185,31.9185,0.788,0.0253,2647655,31.7247,35.477,-2.785,-0.0728,15087,10296,,
9/29/2015,31.275,31.734,30.9015,31.1305,31.1305,-0.082,-0.0026,2106466,31.3122,38.262,0.952,0.0255,16460,18062,,
9/28/2015,31.9525,32.1425,30.892,31.2125,31.2125,-0.795,-0.0248,2382300,31.3689,37.31,2.885,0.0838,23068,16500,,
9/25/2015,32.929,32.929,31.9828,32.0075,32.0075,-0.738,-0.0225,2423992,32.3963,34.425,0.206,0.006,25718,19834,,
9/24/2015,32.4485,32.8385,32.1082,32.7455,32.7455,0.081,0.0025,1934639,32.4481,34.219,3.006,0.0963,26524,15143,,
9/23/2015,32.645,33.014,32.5365,32.6645,32.6645,0.0045,0.0001,1457995,32.7682,31.213,0.458,0.0149,11050,6442,,
9/22/2015,32.8735,32.941,32.2515,32.66,32.66,-0.689,-0.0207,2718081,32.5645,30.755,3.694,0.1365,31106,14702,,
9/21/2015,33.2755,33.45,32.9,33.349,33.349,0.303,0.0092,1954667,33.2245,27.061,-1.863,-0.0644,21071,7943,,
9/18/2015,33.253,33.492,33.0015,33.046,33.046,-0.5375,-0.016,3627210,33.2321,28.924,1.169,0.0421,20372,15652,,
9/17/2015,33.3745,34.0995,33.25,33.5835,33.5835,0.3075,0.0092,2387605,33.5844,27.755,-0.062,-0.0022,26868,13763,,
9/16/2015,33.2775,33.4035,33.11,33.276,33.276,0.0225,0.0007,1312598,33.2576,27.817,-1.293,-0.0444,13871,7246,,
9/15/2015,32.8355,33.4425,32.667,33.2535,33.2535,0.63,0.0193,1777320,33.2084,29.11,-1.774,-0.0574,15844,11921,,
9/14/2015,32.7815,32.796,32.475,32.6235,32.6235,-0.1415,-0.0043,1497627,32.6092,30.884,1.117,0.0375,7483,6340,,
9/11/2015,32.5105,32.7655,32.3705,32.765,32.765,0.211,0.0065,1744615,32.6385,29.767,-0.029,-0.001,18094,11775,,
9/10/2015,32.195,32.745,32.085,32.554,32.554,0.3835,0.0119,1392481,32.4016,29.796,-0.757,-0.0248,14239,12526,,
9/9/2015,32.594,32.868,32.045,32.1705,32.1705,-0.0235,-0.0007,2048908,32.5299,30.553,-0.514,-0.0165,15662,15012,,
9/8/2015,32.05,32.252,31.645,32.194,32.194,0.746,0.0237,1954648,32.0135,31.067,-3.574,-0.1032,15265,13157,,
9/4/2015,31.485,31.725,31.325,31.448,31.448,-0.4045,-0.0127,2024990,31.4802,34.641,0.929,0.0276,20828,15432,,
9/3/2015,32.3965,32.5625,31.6904,31.8525,31.8525,-0.393,-0.0122,1728562,32.114,33.712,0.895,0.0273,17470,14062,,
9/2/2015,31.9,32.2528,31.532,32.2455,32.2455,0.7675,0.0244,1881489,31.91,32.817,-5.654,-0.147,14754,11889,,
