Date,Open,High,Low,Close,Adj Close,Change,Pct Change,Volume,Day VWAP,IV30,IV30 Change,IV30 Pct Change,Call Option Volume,Put Option Volume,Call Open Interest,Put Open Interest
3/10/2022,131.266,133.2718,130.9125,132.4295,132.4295,-0.9905,-0.0074,1355070,131.9812,33.37,0.01,0.0003,21617,17654,165210,154254
3/9/2022,131.25,133.7355,129.9005,133.42,133.42,6.3155,0.0497,1851270,131.85,33.36,-3.17,-0.0868,28662,17800,161467,151699
3/8/2022,126.25,131.25,125.6747,127.1045,127.1045,0.726,0.0057,2021355,128.1533,36.53,-0.99,-0.0264,37388,26978,159287,146601
3/7/2022,131.488,131.735,126.295,126.3785,126.3785,-5.528,-0.0419,2255647,127.9871,37.52,4.12,0.1234,34356,17905,152514,142831
3/4/2022,132.8995,133.8515,130.3375,131.9065,131.9065,-1.993,-0.0149,1522532,131.5273,33.4,1.82,0.0576,30379,29223,168142,155384
3/3/2022,136.01,136.4395,133.0255,133.8995,133.8995,-0.672,-0.005,1230162,134.6525,31.58,0.47,0.0151,34912,19929,166333,154429
3/2/2022,134.628,135.2625,133.0715,134.5715,134.5715,0.51,0.0038,1175990,134.4761,31.11,-2.42,-0.0722,28603,13768,159704,148437
3/1/2022,134.8995,136.2555,133.2185,134.0615,134.0615,-0.9955,-0.0074,1324768,134.5288,33.53,3.32,0.1099,24514,9801,154481,145916
2/28/2022,133.05,135.7515,132.5923,135.057,135.057,0.5975,0.0044,1943221,134.0111,30.21,0.87,0.0297,33107,14662,145100,139456
2/25/2022,133.552,135.2715,131.7515,134.4595,134.4595,1.7685,0.0133,1820299,133.7942,29.34,-2.79,-0.0868,56582,29412,158261,154955
2/24/2022,125,133,124.9532,132.691,132.691,5.103,0.04,2722754,128.6833,32.13,-1.98,-0.058,50697,31041,150002,148074
2/23/2022,131.6485,132.051,127.5275,127.588,127.588,-2.2255,-0.0171,1639301,129.4167,34.11,2.18,0.0683,25880,18305,145940,145102
2/22/2022,130,132.1803,128.2233,129.8135,129.8135,-0.5895,-0.0045,2249537,130.1241,31.93,-0.67,-0.0206,32515,21264,138102,140358
2/18/2022,133.467,134.07,130.1965,130.403,130.403,-2.136,-0.0161,2280972,131.7934,32.6,-0.17,-0.0052,48114,41424,177584,170490
2/17/2022,136.243,137.1135,132.4785,132.539,132.539,-5.199,-0.0377,1947475,134.4473,32.77,5.31,0.1934,33819,27543,172701,168022
2/16/2022,136.7075,138.086,134.9238,137.738,137.738,1.1295,0.0083,1251065,136.5258,27.46,-0.72,-0.0256,40100,20401,164872,163910
2/15/2022,137.5705,138.1085,135.8215,136.6085,136.6085,1.0825,0.008,1335563,136.7572,28.18,-2.5,-0.0815,31784,16168,158088,160358
2/14/2022,133.2565,136.3,133.2565,135.526,135.526,1.2435,0.0093,1715054,135.021,30.68,-1.06,-0.0334,29872,18606,148709,155913
2/11/2022,138.6,139.1562,133.4,134.2825,134.2825,-4.3375,-0.0313,1997917,135.9318,31.74,4.11,0.1488,51230,56989,171293,173345
2/10/2022,139.7035,141.4845,137.957,138.62,138.62,-2.972,-0.021,1966533,139.4711,27.63,2.38,0.0943,51067,27061,164629,169481
2/9/2022,140.9635,142.5243,140.1871,141.592,141.592,2.193,0.0157,2007194,141.2099,25.25,-1.62,-0.0603,73176,31694,159158,162336
2/8/2022,139,140,137.0139,139.399,139.399,0.198,0.0014,2714180,138.4996,26.87,-1.64,-0.0575,55359,33343,148500,153432
2/7/2022,144.25,144.25,138.9,139.201,139.201,-4.092,-0.0286,2748665,140.9202,28.51,0.67,0.0241,43242,29001,138064,144793
2/4/2022,143.2805,144.875,140.515,143.293,143.293,0.203,0.0014,2899911,143.0457,27.84,-4.17,-0.1303,80349,40016,162168,166447
2/3/2022,145.8165,149.675,142.6653,143.09,143.09,-4.91,-0.0332,3575861,146.2854,32.01,4.94,0.1825,82428,47517,157728,160146
2/2/2022,151.414,151.5466,145.5225,148,148,10.356,0.0752,6159961,148.5863,27.07,-6.35,-0.19,175689,72302,133180,145845
2/1/2022,137.5945,137.7928,134.3685,137.644,137.644,2.3405,0.0173,3432182,136.5536,33.42,-0.76,-0.0222,59935,35457,114067,131795
1/31/2022,134.2625,135.473,132.2095,135.3035,135.3035,1.9525,0.0146,1999300,134.0149,34.18,-3.44,-0.0914,28043,17947,102809,122142
1/28/2022,129.659,133.3565,128.485,133.351,133.351,4.346,0.0337,1718074,131.1269,37.62,-2.74,-0.0679,36516,20805,117173,134096
1/27/2022,131.4055,132.6523,128.9323,129.005,129.005,-0.228,-0.0018,1600939,130.8819,40.36,1.78,0.0461,21351,15338,113977,132595
1/26/2022,131.2265,133,127.142,129.233,129.233,2.298,0.0181,2456475,130.2803,38.58,-2.28,-0.0558,29698,16544,112496,129947
1/25/2022,128.7445,129.399,126.5005,126.935,126.935,-3.869,-0.0296,2348028,127.7993,40.86,2.97,0.0784,16827,15035,108124,125203
1/24/2022,125.978,131.203,124.5,130.804,130.804,0.4525,0.0035,3834712,127.1707,37.89,0.33,0.0088,31773,34416,100287,121116
1/21/2022,132.5495,134.8656,130.0865,130.3515,130.3515,-2.956,-0.0222,2782571,132.5791,37.56,4.92,0.1507,32300,37847,142621,168917
1/20/2022,136.25,137.626,132.9646,133.3075,133.3075,-1.809,-0.0134,1495357,135.8484,32.64,0.46,0.0143,33514,22790,143633,166891
1/19/2022,136.5235,137.9595,135.0155,135.1165,135.1165,-0.8815,-0.0065,1432382,136.6679,32.18,-0.15,-0.0046,22826,18663,140662,165413
1/18/2022,136.175,137.1315,135.4382,135.998,135.998,-3.4825,-0.025,1744405,136.1624,32.33,2.26,0.0752,18856,18486,136756,159999
1/14/2022,136.9985,140.742,136.9985,139.4805,139.4805,0.8935,0.0064,1483064,139.3432,30.07,-1.06,-0.0341,24081,24775,149487,172501
1/13/2022,141.54,142.85,138.409,138.587,138.587,-2.8435,-0.0201,1571830,140.3812,31.13,2.79,0.0984,41539,24348,146296,166936
1/12/2022,141.15,142.6078,140.6945,141.4305,141.4305,1.6945,0.0121,1305602,141.6061,28.34,-0.86,-0.0295,29124,20303,143265,162703
1/11/2022,138.007,140.216,136.6922,139.736,139.736,1.0665,0.0077,1436485,138.8136,29.2,-1.68,-0.0544,24123,16778,139445,158329
1/10/2022,135.078,138.8195,133.1645,138.6695,138.6695,1.6525,0.0121,2220406,135.7757,30.88,0.3,0.0098,36533,22165,135674,153572
1/7/2022,138.1455,138.4485,135.7665,137.017,137.017,-0.7305,-0.0053,1488028,137.1276,30.58,-0.25,-0.0081,42228,27320,145359,164132
1/6/2022,136.9985,139.94,136.5585,137.7475,137.7475,-0.0275,-0.0002,1867371,138.4355,30.83,-0.98,-0.0308,33331,25019,140734,160611
1/5/2022,144.42,144.4994,137.688,137.775,137.775,-6.6245,-0.0459,2730914,140.401,31.81,5.6,0.2137,55373,39264,120807,149982
1/4/2022,145.352,146.4849,143.7162,144.3995,144.3995,-0.592,-0.0041,1419972,144.8137,26.21,1.87,0.0768,25170,16608,117612,144736
1/3/2022,145.055,145.851,143.7128,144.9915,144.9915,0.1395,0.001,1433947,144.9904,24.34,2.26,0.1024,18680,16898,113537,138978
12/31/2021,146.05,146.6985,144.852,144.852,144.852,-1.3485,-0.0092,906759,145.3766,22.08,0.4,0.0185,29198,19520,136568,155604
12/30/2021,146.694,147.3,145.9945,146.2005,146.2005,-0.4545,-0.0031,784386,146.6709,21.68,0.34,0.0159,22836,15817,136041,148977
12/29/2021,146.687,147.417,145.6475,146.655,146.655,-0.032,-0.0002,889373,146.5224,21.34,-0.45,-0.0207,28504,17258,133154,143943
12/28/2021,148.228,148.299,146.0543,146.687,146.687,-1.2195,-0.0082,912715,146.8772,21.79,0.31,0.0144,26974,20499,130600,135628
12/27/2021,147.256,148.344,147.1693,147.9065,147.9065,0.99,0.0067,799223,147.8167,21.48,-0.49,-0.0223,22215,14842,126180,130203
12/23/2021,146.5,148.2435,146.452,146.9165,146.9165,0.5015,0.0034,1319172,147.3282,21.97,-0.45,-0.0201,70420,27597,132160,140359
12/22/2021,143.0675,146.5,143.0675,146.415,146.415,2.9425,0.0205,1316119,145.4082,22.42,-1.34,-0.0564,44725,21503,126738,134011
12/21/2021,142.1045,143.869,140.5025,143.4725,143.4725,1.8655,0.0132,1437768,142.5302,23.76,-2.63,-0.0997,27219,15567,122037,130125
12/20/2021,140,141.7745,139.321,141.607,141.607,-0.118,-0.0008,1359618,140.3374,26.39,-0.57,-0.0211,21793,15328,119019,125633
12/17/2021,142.5,143.8345,141.3,141.725,141.725,-2.72,-0.0188,2550894,142.4145,26.96,1.21,0.047,44175,28350,152743,149683
12/16/2021,147.1705,147.6767,143.607,144.445,144.445,-1.996,-0.0136,1682519,145.3536,25.75,2.09,0.0883,37973,21636,151145,144066
12/15/2021,143.409,146.721,141.6779,146.441,146.441,2.534,0.0176,1818523,143.7603,23.66,-1.48,-0.0589,39089,16774,146797,141956
12/14/2021,143.7285,144.48,141.2148,143.907,143.907,-1.9195,-0.0132,1922312,142.6766,25.14,2.11,0.0916,33237,20127,138965,137665
12/13/2021,147.7815,147.97,145.5175,145.8265,145.8265,-2.175,-0.0147,1353470,146.5019,23.03,0.76,0.0341,23093,17474,134184,132796
12/10/2021,148.7,148.9775,146.7038,148.0015,148.0015,0.363,0.0025,1223138,147.8329,22.27,-1.82,-0.0756,48569,20975,151755,150757
12/9/2021,147.591,149.1,147.115,147.6385,147.6385,-0.548,-0.0037,1163486,148.0503,24.09,1.73,0.0774,49766,20596,148091,147865
12/8/2021,147.5965,148.393,146.406,148.1865,148.1865,0.917,0.0062,1213516,147.5337,22.36,-1.21,-0.0513,31424,15701,145729,144564
12/7/2021,145.5965,147.5312,145.2275,147.2695,147.2695,4.1145,0.0287,1612015,146.7377,23.57,-4.23,-0.1522,39795,24107,137359,139528
12/6/2021,143.0405,143.8525,140.15,143.155,143.155,1.1535,0.0081,1530905,142.2392,27.8,-3.52,-0.1124,24678,19681,132133,135718
12/3/2021,143.681,144.4,140.301,142.0015,142.0015,-0.9645,-0.0067,2061508,141.7577,31.32,2.95,0.104,38172,34442,151248,150330
12/2/2021,141.25,143.8645,140.2145,142.966,142.966,1.9145,0.0136,1459742,142.4286,28.37,-1.42,-0.0477,26722,20789,146971,146892
12/1/2021,144,145.9502,140.912,141.0515,141.0515,-0.846,-0.006,1702762,143.775,29.79,2.23,0.0809,43037,22162,142888,144770
11/30/2021,145.081,146,141.6015,141.8975,141.8975,-3.633,-0.025,2103361,143.3649,27.56,3.69,0.1546,29917,22359,136280,139497
11/29/2021,144,146.2975,143.8935,145.5305,145.5305,3.3475,0.0235,1629752,145.1136,23.87,-4.35,-0.1541,42736,19969,138125,134008
11/26/2021,144.3485,144.5575,141.8425,142.183,142.183,-3.937,-0.0269,1523462,143.0017,28.22,4.84,0.207,31416,36013,166353,152966
11/24/2021,145.4735,146.2493,144.373,146.12,146.12,0.338,0.0023,902007,145.4302,23.38,0.3,0.013,42023,21052,158691,149698
11/23/2021,146.153,146.66,144.115,145.782,145.782,-0.52,-0.0036,1361558,145.3502,23.08,0.74,0.0331,35583,29284,150812,139062
11/22/2021,149.3325,149.8295,146.1475,146.302,146.302,-2.6245,-0.0176,1531460,147.5901,22.34,0.33,0.015,63555,24924,137568,129713
11/19/2021,150.154,150.9665,148.899,148.9265,148.9265,-0.912,-0.0061,1684969,149.753,22.01,-0.34,-0.0152,107303,29775,185198,171174
11/18/2021,148.0625,150.5805,147.8845,149.8385,149.8385,1.7915,0.0121,1781411,149.4313,22.35,1.5,0.0719,128755,31742,179832,163409
11/17/2021,148.0275,148.5595,147.24,148.047,148.047,0.171,0.0012,979975,147.8697,20.85,0.07,0.0034,49330,15271,169849,158710
11/16/2021,148.1495,148.7625,147.3125,147.876,147.876,-0.576,-0.0039,945200,148.112,20.78,-0.77,-0.0357,28747,13535,170357,155362
11/15/2021,148.9005,149.5495,147.575,148.452,148.452,-0.226,-0.0015,1175352,148.4932,21.55,-0.66,-0.0297,45173,20859,168203,147815
11/12/2021,146.6155,148.85,145.411,148.678,148.678,2.9115,0.02,1118000,147.6473,22.21,-0.13,-0.0058,71758,30196,186237,163384
11/11/2021,146.4895,147.5355,145.6005,145.7665,145.7665,-0.127,-0.0009,825874,146.4622,22.34,-0.88,-0.0379,30881,18532,181884,161906
11/10/2021,147.5,148.07,144.5375,145.8935,145.8935,-3.025,-0.0203,1498490,146.4288,23.22,0.7,0.0311,69729,32776,181770,153954
11/9/2021,149.233,149.8345,147.2448,148.9185,148.9185,-0.1125,-0.0008,976487,148.5162,22.52,-0.15,-0.0066,32047,15068,177618,150018
11/8/2021,149.825,150.6147,148.4305,149.031,149.031,0.179,0.0012,1152625,149.4644,22.67,-1.45,-0.0601,49299,15292,172508,144051
11/5/2021,149.1695,150.3275,148.197,148.852,148.852,0.5845,0.0039,1917737,149.3858,24.12,1.09,0.0473,125347,33609,198521,164236
11/4/2021,147.1245,149.7335,146.308,148.2675,148.2675,1.6695,0.0114,1920563,148.3302,23.03,1.65,0.0772,154328,29777,181808,159946
11/3/2021,145.9005,146.669,144.591,146.598,146.598,1.1655,0.008,1374662,145.5444,21.38,0.24,0.0114,51540,15766,173014,157167
11/2/2021,144.5795,146.609,144.3355,145.4325,145.4325,1.9355,0.0135,1674112,145.5051,21.14,-0.41,-0.019,70818,21707,169640,155119
11/1/2021,148.046,148.046,143.2255,143.497,143.497,-4.549,-0.0307,2346162,145.2141,21.55,0.31,0.0146,85068,37503,157210,139729
10/29/2021,145.078,148.242,144.6495,148.046,148.046,2.197,0.0151,2166015,146.9742,21.24,1.06,0.0525,162268,39722,186159,166885
10/28/2021,147.1345,147.158,144.6268,145.849,145.849,-0.3685,-0.0025,1810319,145.8614,20.18,0.62,0.0317,106200,35240,176040,161264
10/27/2021,139.405,148.65,139.405,146.2175,146.2175,6.909,0.0496,4289070,145.209,19.56,-4.77,-0.1961,274802,92055,158117,146588
10/26/2021,139.2635,140.0829,138.3045,139.3085,139.3085,1.8615,0.0135,2461751,139.1183,24.33,-1.1,-0.0433,61905,29885,144630,137052
10/25/2021,137.55,138,135.424,137.447,137.447,-0.1195,-0.0009,1720613,137.0456,25.43,-0.93,-0.0353,31843,19441,138011,132096
10/22/2021,139.15,140.5827,136.056,137.5665,137.5665,-4.3195,-0.0304,2529448,137.8026,26.36,1.66,0.0672,114164,49244,170028,147242
10/21/2021,141.769,142.156,140.5,141.886,141.886,0.117,0.0008,1314613,141.4223,24.7,0.43,0.0177,54828,18346,160652,142538
10/20/2021,143.338,143.5461,141.3765,141.769,141.769,-1.468,-0.0102,1164403,142.2588,24.27,1.14,0.0493,44629,19147,154551,136896
10/19/2021,143.3875,143.6625,142.6,143.237,143.237,0.459,0.0032,1008150,143.0722,23.13,-0.21,-0.009,45199,16028,149389,132878
10/18/2021,141.0765,142.796,141.0694,142.778,142.778,1.41,0.01,1019808,142.0184,23.34,-0.52,-0.0218,31925,18181,143017,125293
10/15/2021,141.6145,141.718,140.755,141.368,141.368,0.217,0.0015,1513722,141.2721,23.86,-0.94,-0.0379,66945,25859,179348,163451
10/14/2021,139.5,141.3373,138.825,141.151,141.151,3.569,0.0259,1596397,140.4979,24.8,-2.39,-0.0879,70271,37001,174342,158123
10/13/2021,137.4025,138,136.5188,137.582,137.582,1.133,0.0083,983116,137.289,27.19,-2.12,-0.0723,29606,13867,171755,156097
10/12/2021,139.48,139.507,135.76,136.449,136.449,-2.465,-0.0177,1816612,136.7958,29.31,1.47,0.0528,38775,26123,164275,151568
10/11/2021,139.292,140.712,138.859,138.914,138.914,-0.8715,-0.0062,897681,139.7767,27.84,0.05,0.0018,20311,17572,160921,146436
10/8/2021,139.577,140.3311,139.2175,139.7855,139.7855,0.5605,0.004,1326292,139.7569,27.79,-0.22,-0.0079,56015,29461,183138,163787
10/7/2021,138.892,140.042,138.6512,139.225,139.225,1.66,0.0121,1255507,139.4796,28.01,-1.69,-0.0569,50419,25814,180892,158468
10/6/2021,134.75,137.75,134.55,137.565,137.565,1.542,0.0113,1218214,136.487,29.7,-0.24,-0.008,38456,18881,173170,154288
10/5/2021,134.185,137.2245,134.041,136.023,136.023,2.3635,0.0177,1620163,136.0482,29.94,-2.37,-0.0734,47572,18308,175201,151055
10/4/2021,135.9605,135.9605,131.05,133.6595,133.6595,-2.8835,-0.0211,2560097,132.7088,32.31,2.57,0.0864,60110,21962,169083,145469
10/1/2021,134.4475,136.9105,134.073,136.543,136.543,2.867,0.0214,1768009,135.5526,29.74,-2.29,-0.0715,48297,32788,184427,163046
9/30/2021,134.21,135.5425,133.556,133.676,133.676,-0.6775,-0.005,1901440,134.5991,32.03,1.85,0.0613,33216,24254,176517,160064
9/29/2021,136.98,137.151,133.865,134.3535,134.3535,-1.4765,-0.0109,1542435,135.328,30.18,1.45,0.0505,40819,24785,171002,156784
9/28/2021,138.655,139.0965,135.36,135.83,135.83,-5.242,-0.0372,2288610,136.4995,28.73,5.92,0.2595,50331,32962,159867,147445
9/27/2021,140.9685,141.9385,140.0675,141.072,141.072,-1.143,-0.008,1094098,141.1562,22.81,2.95,0.1485,26790,17098,149075,140267
9/24/2021,140.5385,142.3302,140.241,142.215,142.215,0.999,0.0071,1149195,141.5857,19.86,-0.68,-0.0331,45620,23763,167371,155535
9/23/2021,140.9875,141.6965,140.4015,141.216,141.216,0.9325,0.0066,1047550,141.2713,20.54,-2.44,-0.1062,28016,20296,161792,153145
9/22/2021,139.304,140.887,138.5515,140.2835,140.2835,1.2505,0.009,1252778,139.9314,22.98,-1.54,-0.0628,27203,21063,157390,148410
9/21/2021,139.75,140.0115,138.278,139.033,139.033,0.3135,0.0023,1266595,139.2726,24.52,-0.59,-0.0235,29236,20021,152824,142927
9/20/2021,138.3585,139,136.3218,138.7195,138.7195,-2.0805,-0.0148,2325902,137.6756,25.11,4.15,0.198,72192,30202,134202,133653
9/17/2021,143.0305,143.45,140.4698,140.8,140.8,-2.81,-0.0196,2669223,141.8344,20.96,2.57,0.1397,69804,38145,161858,169978
9/16/2021,143.9505,144.3,142.4015,143.61,143.61,-0.8195,-0.0057,1309771,143.2682,18.39,0.36,0.02,50569,26505,153381,163225
9/15/2021,142.8115,144.4505,141.3475,144.4295,144.4295,1.885,0.0132,1370379,143.1545,18.03,-0.95,-0.0501,46433,27835,146362,157618
9/14/2021,142.901,143.363,141.75,142.5445,142.5445,0.212,0.0015,983693,142.5119,18.98,0.12,0.0064,20261,14140,143238,154770
9/13/2021,141.9495,142.95,141.25,142.3325,142.3325,1.4565,0.0103,1104692,142.0486,18.86,-0.9,-0.0455,26165,18994,137344,150766
9/10/2021,144.2125,144.7185,140.7377,140.876,140.876,-2.665,-0.0186,1841967,142.4317,19.76,1.75,0.0972,65454,55163,143432,159025
9/9/2021,143.8405,144.3105,143.1775,143.541,143.541,-0.15,-0.001,765855,143.8066,18.01,0.05,0.0028,19633,13854,139290,154804
9/8/2021,144.1,144.4,143,143.691,143.691,-0.5895,-0.0041,917511,143.6057,17.96,0.26,0.0147,21624,15075,135488,151103
9/7/2021,143.8345,144.565,143.619,144.2805,144.2805,0.541,0.0038,1006595,144.135,17.7,0.17,0.0097,21958,15541,128158,142936
9/3/2021,143.0805,144.155,142.4005,143.7395,143.7395,0.4525,0.0032,992718,143.5387,17.53,-0.44,-0.0245,50253,26893,140784,156180
9/2/2021,145.216,145.5193,143.1848,143.287,143.287,-1.9285,-0.0133,1617907,143.9193,17.97,0.49,0.028,52033,28039,133257,149628
9/1/2021,145,146.2538,144.8835,145.2155,145.2155,0.518,0.0036,1096805,145.5289,17.48,0.12,0.0069,40766,17516,128332,145267
8/31/2021,145.147,145.1712,144.281,144.6975,144.6975,0.107,0.0007,1122438,144.8317,17.36,0.13,0.0075,21436,12692,123995,141561
8/30/2021,144.399,145.9705,144.163,144.5905,144.5905,0.5865,0.0041,1221710,144.9992,17.23,-0.05,-0.0029,40054,20783,118646,133703
8/27/2021,141.6525,144.5125,141.497,144.004,144.004,2.5635,0.0181,1439010,143.5395,17.28,-1.34,-0.072,83983,34674,126845,148589
8/26/2021,141.75,142.4175,141.357,141.4405,141.4405,-0.6385,-0.0045,1030466,141.9325,18.62,1.14,0.0652,24161,13854,124133,144614
8/25/2021,141.625,142.1895,141.376,142.079,142.079,0.8175,0.0058,792574,141.8328,17.48,0,0,23568,16580,120447,138933
8/24/2021,140.6115,142.08,140.3385,141.2615,141.2615,1.22,0.0087,963361,141.3749,17.48,-0.18,-0.0102,26825,19083,117350,131870
8/23/2021,137.9695,140.8745,137.6075,140.0415,140.0415,2.612,0.019,1422670,139.7607,17.66,-1.2,-0.0636,49146,26738,110176,122832
8/20/2021,136,137.554,135.25,137.4295,137.4295,1.7495,0.0129,1559658,136.7984,18.86,-1.83,-0.0884,42948,26141,153763,155060
8/19/2021,134.5,136.3525,134.25,135.68,135.68,0.231,0.0017,1089127,135.5294,20.69,0.9,0.0455,34083,20000,147031,150201
8/18/2021,136.5,137.1042,135.3215,135.449,135.449,-1.2125,-0.0089,962947,136.3886,19.79,1.09,0.0583,24105,14762,142579,145481
8/17/2021,137.75,138.2655,136.082,136.6615,136.6615,-1.648,-0.0119,1085760,137.024,18.7,1.1,0.0625,39079,15488,133554,141669
8/16/2021,137.4855,138.3625,135.2988,138.3095,138.3095,0.582,0.0042,1119918,137.0041,17.6,0.29,0.0168,35246,22992,129076,135468
8/13/2021,137.25,137.8565,137.033,137.7275,137.7275,0.5335,0.0039,797372,137.5469,17.31,-0.51,-0.0286,36735,22427,140759,146026
8/12/2021,136.109,137.3,135.4255,137.194,137.194,0.915,0.0067,825943,136.5683,17.82,-0.03,-0.0017,37623,15049,138700,143358
8/11/2021,137.1815,137.6823,136.2715,136.279,136.279,-0.528,-0.0039,767600,136.7458,17.85,-0.06,-0.0034,30867,14385,133312,138499
8/10/2021,137.342,137.7723,136.3645,136.807,136.807,-0.106,-0.0008,970704,137.0029,17.91,0.1,0.0056,33447,14706,130796,134683
8/9/2021,135.9425,137.184,135.3392,136.913,136.913,1.1745,0.0087,888300,136.3761,17.81,-0.27,-0.0149,44560,18168,121726,128738
8/6/2021,136.042,136.4725,135.21,135.7385,135.7385,-0.513,-0.0038,1024406,135.8114,18.08,-0.43,-0.0232,44776,23149,144880,142804
8/5/2021,135.6805,136.35,134.846,136.2515,136.2515,1.126,0.0083,893450,135.8634,18.51,-0.52,-0.0273,35239,17705,142937,138226
8/4/2021,135.3495,135.6495,134.487,135.1255,135.1255,-0.5045,-0.0037,983801,135.1185,19.03,0,0,32599,13431,138271,135978
8/3/2021,135.135,135.732,133.3195,135.63,135.63,0.7755,0.0058,1038094,134.8719,19.03,0.43,0.0231,44903,18297,131190,130527
8/2/2021,135.117,135.3365,133.7942,134.8545,134.8545,0.128,0.001,1081710,134.7039,18.6,-0.18,-0.0096,25965,14650,124322,125335
7/30/2021,135.035,135.3045,134.255,134.7265,134.7265,-1.051,-0.0077,1278789,134.7583,18.78,0.47,0.0257,40727,30251,150150,148528
7/29/2021,136.15,136.661,135.543,135.7775,135.7775,-0.3165,-0.0023,1585786,136.0267,18.31,-1.34,-0.0682,45300,26839,145631,143888
7/28/2021,136.2095,138.297,135.2775,136.094,136.094,4.194,0.0318,4756530,136.8013,19.65,-6.58,-0.2509,136842,61312,138612,132861
7/27/2021,134.2505,134.399,130.104,131.9,131.9,-2.135,-0.0159,2735474,131.8578,26.23,0.99,0.0392,64118,36640,116384,117316
7/26/2021,133.35,134.237,132.3015,134.035,134.035,1.02,0.0077,1528574,133.3449,25.24,0.11,0.0044,30142,23495,109477,108384
7/23/2021,130.4305,133.399,129.8005,133.015,133.015,4.5935,0.0358,2075321,131.985,25.13,0.74,0.0303,92193,39247,116591,120782
7/22/2021,127.844,128.483,127.4989,128.4215,128.4215,0.8725,0.0068,715094,128.1286,24.39,-0.06,-0.0025,24307,16453,114103,115845
7/21/2021,126.1335,127.596,126.0235,127.549,127.549,1.3395,0.0106,1038912,126.882,24.45,-0.53,-0.0212,25992,11515,109670,113416
7/20/2021,125.5275,127.0432,124.3505,126.2095,126.2095,1.6315,0.0131,1315822,126.1887,24.98,-2,-0.0741,25337,13473,105160,109843
7/19/2021,126.1,126.205,123.505,124.578,124.578,-2.392,-0.0188,1398379,124.4151,26.98,2.02,0.0809,19280,18192,99848,102376
7/16/2021,127.2045,127.8115,126.1535,126.97,126.97,-0.035,-0.0003,1021227,126.8675,24.96,-0.27,-0.0107,31974,30191,126708,140189
7/15/2021,128.649,128.7,126.53,127.005,127.005,-1.232,-0.0096,1210940,127.1609,25.23,-0.03,-0.0012,22472,34785,126838,134098
7/14/2021,127.958,129.3264,127.9145,128.237,128.237,0.8955,0.007,1187283,128.5574,25.26,0.07,0.0028,43905,18086,123986,129498
7/13/2021,126.9505,128.0575,126.6745,127.3415,127.3415,0.366,0.0029,962347,127.4136,25.19,0.57,0.0232,28692,20340,119842,123870
7/12/2021,126.178,127.0695,125.6108,126.9755,126.9755,1.457,0.0116,883389,126.4235,24.62,-1.15,-0.0446,20425,15191,116461,119566
7/9/2021,125.025,125.7345,124.5512,125.5185,125.5185,0.4745,0.0038,931584,125.2974,25.77,-1.14,-0.0424,27499,16448,128592,132838
7/8/2021,124.026,125.5955,124.022,125.044,125.044,-1.43,-0.0113,1189467,124.7876,26.91,0.7,0.0267,30955,15469,125682,129285
7/7/2021,127.039,127.284,126.153,126.474,126.474,0.284,0.0023,1202951,126.6085,26.21,0.25,0.0096,37265,17644,123273,124767
7/6/2021,125.6295,126.428,124.5825,126.19,126.19,0.9325,0.0074,1320179,125.6795,25.96,0.92,0.0367,36325,23521,116302,116829
7/2/2021,123.15,125.404,123.0595,125.2575,125.2575,2.813,0.023,1300109,124.525,25.04,0.05,0.002,71809,34749,125606,129429
7/1/2021,121.725,122.587,121.5315,122.4445,122.4445,0.355,0.0029,905641,122.153,24.99,0.59,0.0242,20439,13089,124403,127242
6/30/2021,121.9945,122.257,121.3545,122.0895,122.0895,-0.183,-0.0015,1223699,121.8405,24.4,0.92,0.0392,15833,9533,121353,124225
6/29/2021,122.7005,123.0208,121.6908,122.2725,122.2725,-0.2635,-0.0022,1155436,122.3011,23.48,1.02,0.0454,19059,12672,117946,118734
6/28/2021,122.6475,122.7848,121.4055,122.536,122.536,0.0275,0.0002,1426271,122.1166,22.46,2.98,0.153,26607,17252,111314,111588
6/25/2021,122,122.633,121.5652,122.5085,122.5085,0.0085,0.0001,1729819,122.0983,19.48,1.2,0.0656,25719,21278,122029,129315
6/24/2021,122.7,123.0556,122.3,122.5,122.5,0.373,0.0031,1068257,122.6058,18.28,-0.46,-0.0245,20624,12739,119146,129113
6/23/2021,122.0935,123.0955,121.8345,122.127,122.127,-0.2035,-0.0017,957708,122.3026,18.74,-0.03,-0.0016,24037,17194,114855,122912
6/22/2021,121.75,122.4,121.064,122.3305,122.3305,0.518,0.0043,1119510,121.7717,18.77,-0.41,-0.0214,21172,19526,111456,112347
6/21/2021,120.5005,122,119.8985,121.8125,121.8125,1.7015,0.0142,1370683,121.3646,19.18,-1.49,-0.0721,23295,15476,105952,106143
6/18/2021,121.367,121.603,120.015,120.111,120.111,-1.6325,-0.0134,2305760,120.8278,20.67,1.36,0.0704,47651,24507,155718,153940
6/17/2021,120.5,122.5225,120.5,121.7435,121.7435,0.971,0.008,1292444,121.7321,19.31,-0.64,-0.0321,43250,18916,153369,150346
6/16/2021,121.572,121.886,119.47,120.7725,120.7725,-0.647,-0.0053,1323593,120.9553,19.95,1.02,0.0539,31501,21776,151119,144659
6/15/2021,122.45,122.7755,121.056,121.4195,121.4195,-1.026,-0.0084,1078107,121.7833,18.93,0.2,0.0107,28622,12412,157104,142422
